"","Gene Symbol","Representative miRNA"
"5737696","SDC1","hsa-miR-4328"
"5737697","SDC1","hsa-miR-490-5p"
"5737698","SDC1","hsa-miR-3607-5p"
"5737699","SDC1","hsa-miR-488-5p"
"5737700","SDC1","hsa-miR-4530"
"5737701","SDC1","hsa-miR-6849-3p"
"5737702","SDC1","hsa-miR-4267"
"5737703","SDC1","hsa-miR-665"
"5737704","SDC1","hsa-miR-4673"
"5737705","SDC1","hsa-miR-4685-5p"
"5737706","SDC1","hsa-miR-1224-3p"
"5737707","SDC1","hsa-miR-662"
"5737708","SDC1","hsa-miR-6764-5p"
"5737709","SDC1","hsa-miR-4286"
"5737710","SDC1","hsa-miR-6887-3p"
"5737711","SDC1","hsa-miR-6795-3p"
"5737712","SDC1","hsa-miR-6801-3p"
"5737713","SDC1","hsa-miR-331-3p"
"5737714","SDC1","hsa-miR-3162-3p"
"5737715","SDC1","hsa-miR-1470"
"5737716","SDC1","hsa-miR-4667-3p"
"5737717","SDC1","hsa-miR-4655-3p"
"5737718","SDC1","hsa-miR-6752-3p"
"5737719","SDC1","hsa-miR-4308"
"5737720","SDC1","hsa-miR-4292"
"5737721","SDC1","hsa-miR-4780"
"5737722","SDC1","hsa-miR-6780b-3p"
"5737723","SDC1","hsa-miR-6886-5p"
"5737724","SDC1","hsa-miR-3687"
"5737725","SDC1","hsa-miR-132-5p"
"5737726","SDC1","hsa-miR-4723-3p"
"5737727","SDC1","hsa-miR-4722-3p"
"5737728","SDC1","hsa-miR-3690"
"5737729","SDC1","hsa-miR-4254"
"5737730","SDC1","hsa-miR-939-3p"
"5737731","SDC1","hsa-miR-6852-5p"
"5737732","SDC1","hsa-miR-6748-3p"
"5737733","SDC1","hsa-miR-4421"
"5737734","SDC1","hsa-miR-3667-3p"
"5737735","SDC1","hsa-miR-3121-5p"
"5737736","SDC1","hsa-miR-6825-3p"
"5737737","SDC1","hsa-miR-127-3p"
"5737738","SDC1","hsa-miR-6075"
"5737739","SDC1","hsa-miR-6741-3p"
"5737740","SDC1","hsa-miR-520g-5p"
"5737741","SDC1","hsa-miR-342-3p"
"5737742","SDC1","hsa-miR-519d-5p"
"5737743","SDC1","hsa-miR-5695"
"5737744","SDC1","hsa-miR-766-3p"
"5737745","SDC1","hsa-miR-3925-3p"
"5737746","SDC1","hsa-miR-3605-3p"
"5737747","SDC1","hsa-miR-3917"
"5737748","SDC1","hsa-miR-4638-5p"
"5737749","SDC1","hsa-miR-3615"
"5737750","SDC1","hsa-miR-6817-3p"
"5737751","SDC1","hsa-miR-146a-3p"
"5737752","SDC1","hsa-miR-301a-5p"
"5737753","SDC1","hsa-miR-3921"
"5737754","SDC1","hsa-miR-3151-3p"
"5737755","SDC1","hsa-miR-3158-5p"
"5737756","SDC1","hsa-miR-1184"
"5737757","SDC1","hsa-miR-1205"
"5737758","SDC1","hsa-miR-17-3p"
"5737759","SDC1","hsa-miR-324-3p"
"5737760","SDC1","hsa-miR-18a-3p"
"5737761","SDC1","hsa-miR-4734"
"5737762","SDC1","hsa-miR-6128"
"5737763","SDC1","hsa-miR-378a-3p"
"5737764","SDC1","hsa-miR-3190-5p"
"5737765","SDC1","hsa-miR-3176"
"5737766","SDC1","hsa-miR-664a-5p"
"5737767","SDC1","hsa-miR-149-5p"
"5737768","SDC1","hsa-miR-378g"
"5737769","SDC1","hsa-miR-4700-5p"
"5737770","SDC1","hsa-miR-637"
"5737771","SDC1","hsa-miR-548q"
"5737772","SDC1","hsa-miR-4456"
"5737773","SDC1","hsa-miR-3120-5p"
"5737774","SDC1","hsa-miR-5008-3p"
"5737775","SDC1","hsa-miR-367-5p"
"5737776","SDC1","hsa-miR-676-5p"
"5737777","SDC1","hsa-miR-4778-3p"
"5737778","SDC1","hsa-miR-432-5p"
"5737779","SDC1","hsa-miR-6774-5p"
"5737780","SDC1","hsa-miR-494-3p"
"5737781","SDC1","hsa-miR-6730-5p"
"5737782","SDC1","hsa-miR-4786-3p"
"5737783","SDC1","hsa-miR-605-3p"
"5737784","SDC1","hsa-miR-4493"
"5737785","SDC1","hsa-miR-548ao-5p"
"5737786","SDC1","hsa-miR-4790-3p"
"5737787","SDC1","hsa-miR-3913-3p"
"5737788","SDC1","hsa-miR-6846-3p"
"5737789","SDC1","hsa-miR-4725-5p"
"5737790","SDC1","hsa-miR-631"
"5737791","SDC1","hsa-miR-589-5p"
"5737792","SDC1","hsa-miR-1225-3p"
"5737793","SDC1","hsa-miR-1233-3p"
"5737794","SDC1","hsa-miR-339-3p"
"5737795","SDC1","hsa-miR-610"
"5737796","SDC1","hsa-miR-4487"
"5737797","SDC1","hsa-miR-3605-5p"
"5737798","SDC1","hsa-miR-5008-5p"
"5737799","SDC1","hsa-miR-6089"
"5737800","SDC1","hsa-miR-3197"
"5737801","SDC1","hsa-miR-6087"
"5737802","SDC1","hsa-miR-485-5p"
"5737803","SDC1","hsa-miR-3126-5p"
"5737804","SDC1","hsa-miR-423-5p"
"5737805","SDC1","hsa-miR-6134"
"5737806","SDC1","hsa-miR-5702"
"5737807","SDC1","hsa-miR-4745-5p"
"5737808","SDC1","hsa-miR-8082"
"5737809","SDC1","hsa-miR-219b-5p"
"5737810","SDC1","hsa-miR-145-3p"
"5737811","SDC1","hsa-miR-548f-5p"
"5737812","SDC1","hsa-miR-1468-3p"
"5737813","SDC1","hsa-miR-8064"
"5737814","SDC1","hsa-miR-298"
"5737815","SDC1","hsa-miR-873-5p.2"
"5737816","SDC1","hsa-miR-1286"
"5737817","SDC1","hsa-miR-4722-5p"
"5737818","SDC1","hsa-miR-6836-5p"
"5737819","SDC1","hsa-miR-6722-3p"
"5737820","SDC1","hsa-miR-5189-3p"
"5737821","SDC1","hsa-miR-4480"
"5737822","SDC1","hsa-miR-4252"
"5737823","SDC1","hsa-miR-3194-5p"
"5737824","SDC1","hsa-miR-4755-3p"
"5737825","SDC1","hsa-miR-5699-5p"
"5737826","SDC1","hsa-miR-4758-3p"
"5737827","SDC1","hsa-miR-210-5p"
"5737828","SDC1","hsa-miR-18b-3p"
"5737829","SDC1","hsa-miR-4290"
"5737830","SDC1","hsa-miR-7976"
"5737831","SDC1","hsa-miR-4632-3p"
"5737832","SDC1","hsa-miR-4763-5p"
"5737833","SDC1","hsa-miR-1254"
"5737834","SDC1","hsa-miR-1273c"
"5737835","SDC1","hsa-miR-658"
"5737836","SDC1","hsa-miR-3960"
"5737837","SDC1","hsa-miR-4749-5p"
"5737838","SDC1","hsa-miR-744-5p"
"5737839","SDC1","hsa-miR-187-5p"
"5737840","SDC1","hsa-miR-548v"
"5737841","SDC1","hsa-miR-3194-3p"
"5737842","SDC1","hsa-miR-8077"
"5737843","SDC1","hsa-miR-5580-5p"
"5737844","SDC1","hsa-miR-4731-5p"
"5737845","SDC1","hsa-miR-5589-5p"
"5737846","SDC1","hsa-miR-626"
"5737847","SDC1","hsa-miR-2115-5p"
"5737848","SDC1","hsa-miR-3148"
"5737849","SDC1","hsa-miR-6124"
"5737850","SDC1","hsa-miR-4261"
"5737851","SDC1","hsa-miR-6077"
"5737852","SDC1","hsa-miR-6828-5p"
"5737853","SDC1","hsa-miR-6861-3p"
"5737854","SDC1","hsa-miR-492"
"5737855","SDC1","hsa-miR-659-5p"
"5737856","SDC1","hsa-miR-4740-5p"
"5737857","SDC1","hsa-miR-1288-3p"
"5737858","SDC1","hsa-miR-4515"
"5737859","SDC1","hsa-miR-4434"
"5737860","SDC1","hsa-miR-139-3p"
"5737861","SDC1","hsa-miR-4633-3p"
"5737862","SDC1","hsa-miR-766-5p"
"5737863","SDC1","hsa-miR-765"
"5737864","SDC1","hsa-miR-6894-5p"
"5737865","SDC1","hsa-miR-3612"
"5737866","SDC1","hsa-miR-6851-5p"
"5737867","SDC1","hsa-miR-196a-3p"
"5737868","SDC1","hsa-miR-885-3p"
"5737869","SDC1","hsa-miR-1207-5p"
"5737870","SDC1","hsa-miR-4736"
"5737871","SDC1","hsa-miR-1256"
"5737872","SDC1","hsa-miR-3926"
"5737873","SDC1","hsa-miR-4529-5p"
"5737874","SDC1","hsa-miR-7155-3p"
"5737875","SDC1","hsa-miR-874-5p"
"5737876","SDC1","hsa-miR-6775-3p"
"5737877","SDC1","hsa-miR-6851-3p"
"5737878","SDC1","hsa-miR-4757-5p"
"5737879","SDC1","hsa-miR-6735-3p"
"5737880","SDC1","hsa-miR-25-5p"
"5737881","SDC1","hsa-miR-4467"
"5737882","SDC1","hsa-miR-6762-3p"
"5737883","SDC1","hsa-miR-4430"
"5737884","SDC1","hsa-miR-4505"
"5737885","SDC1","hsa-miR-7974"
"5737886","SDC1","hsa-miR-4687-3p"
"5737887","SDC1","hsa-miR-6815-3p"
"5737888","SDC1","hsa-miR-4668-5p"
"5737889","SDC1","hsa-miR-6733-5p"
"5737890","SDC1","hsa-miR-8085"
"5737891","SDC1","hsa-miR-7106-5p"
"5737892","SDC1","hsa-miR-6785-5p"
"5737893","SDC1","hsa-miR-6799-5p"
"5737894","SDC1","hsa-miR-6721-5p"
"5737895","SDC1","hsa-miR-6508-3p"
"5737896","SDC1","hsa-miR-2861"
"5737897","SDC1","hsa-miR-1268a"
"5737898","SDC1","hsa-miR-664b-5p"
"5737899","SDC1","hsa-miR-4656"
"5737900","SDC1","hsa-miR-6829-5p"
"5737901","SDC1","hsa-miR-4498"
"5737902","SDC1","hsa-miR-4741"
"5737903","SDC1","hsa-miR-3175"
"5737904","SDC1","hsa-miR-939-5p"
"5737905","SDC1","hsa-miR-6825-5p"
"5737906","SDC1","hsa-miR-6762-5p"
"5737907","SDC1","hsa-miR-128-1-5p"
"5737908","SDC1","hsa-miR-4489"
"5737909","SDC1","hsa-miR-4283"
"5737910","SDC1","hsa-miR-185-3p"
"5737911","SDC1","hsa-miR-5010-5p"
"5737912","SDC1","hsa-miR-4488"
"5737913","SDC1","hsa-miR-6848-5p"
"5737914","SDC1","hsa-miR-6795-5p"
"5737915","SDC1","hsa-miR-6885-5p"
"5737916","SDC1","hsa-miR-6756-5p"
"5737917","SDC1","hsa-miR-6801-5p"
"5737918","SDC1","hsa-miR-6503-5p"
"5737919","SDC1","hsa-miR-7107-3p"
"5737920","SDC1","hsa-miR-675-5p"
"5737921","SDC1","hsa-miR-8071"
"5737922","SDC1","hsa-miR-6880-5p"
"5737923","SDC1","hsa-miR-3165"
"5737924","SDC1","hsa-miR-92a-2-5p"
"5737925","SDC1","hsa-miR-323a-5p"
"5737926","SDC1","hsa-miR-876-3p"
"5737927","SDC1","hsa-miR-3650"
"5737928","SDC1","hsa-miR-4694-5p"
"5737929","SDC1","hsa-miR-182-3p"
"5737930","SDC1","hsa-miR-597-3p"
"5737931","SDC1","hsa-miR-152-5p"
"5737932","SDC1","hsa-miR-4433a-5p"
"5737933","SDC1","hsa-miR-3909"
"5737934","SDC1","hsa-miR-934"
"5737935","SDC1","hsa-miR-346"
"5737936","SDC1","hsa-miR-6740-3p"
"5737937","SDC1","hsa-miR-7973"
"5737938","SDC1","hsa-miR-3944-5p"
"5737939","SDC1","hsa-miR-143-5p"
"5737940","SDC1","hsa-miR-6778-5p"
"5737941","SDC1","hsa-miR-3151-5p"
"5737942","SDC1","hsa-miR-4447"
"5737943","SDC1","hsa-miR-6867-5p"
"5737944","SDC1","hsa-miR-642b-5p"
"5737945","SDC1","hsa-miR-22-5p"
"5737946","SDC1","hsa-miR-4684-3p"
"5737947","SDC1","hsa-miR-6755-3p"
"5737948","SDC1","hsa-miR-19a-5p"
"5737949","SDC1","hsa-miR-3941"
"5737950","SDC1","hsa-miR-4672"
"5737951","SDC1","hsa-miR-466"
"5737952","SDC1","hsa-miR-4777-3p"
"5737953","SDC1","hsa-miR-3684"
"5737954","SDC1","hsa-miR-877-5p"
"5737955","SDC1","hsa-miR-3162-5p"
"5737956","SDC1","hsa-miR-921"
"5737957","SDC1","hsa-miR-340-5p"
"5737958","SDC1","hsa-miR-556-3p"
"5737959","SDC1","hsa-miR-5701"
"5737960","SDC1","hsa-miR-3671"
"5737961","SDC1","hsa-miR-561-5p"
"5737962","SDC1","hsa-miR-377-3p"
"5737963","SDC1","hsa-miR-513a-5p"
"5737964","SDC1","hsa-miR-6794-3p"
"5737965","SDC1","hsa-miR-3157-5p"
"5737966","SDC1","hsa-miR-485-3p"
"5737967","SDC1","hsa-miR-525-5p"
"5737968","SDC1","hsa-miR-6720-5p"
"5737969","SDC1","hsa-miR-7977"
"5737970","SDC1","hsa-miR-2355-5p"
"5737971","SDC1","hsa-miR-6826-3p"
"5737972","SDC1","hsa-miR-623"
"5737973","SDC1","hsa-miR-7975"
"5737974","SDC1","hsa-miR-7111-3p"
"5737975","SDC1","hsa-miR-378a-5p"
"5737976","SDC1","hsa-miR-1200"
"5737977","SDC1","hsa-miR-4777-5p"
"5737978","SDC1","hsa-miR-1229-3p"
"5737979","SDC1","hsa-miR-515-5p"
"5737980","SDC1","hsa-miR-4279"
"5737981","SDC1","hsa-miR-3192-3p"
"5737982","SDC1","hsa-miR-6888-3p"
"5737983","SDC1","hsa-miR-488-3p"
"5737984","SDC1","hsa-miR-6126"
"5737985","SDC1","hsa-miR-5708"
"5737986","SDC1","hsa-miR-4758-5p"
"5737987","SDC1","hsa-miR-640"
"5737988","SDC1","hsa-miR-548aw"
"5737989","SDC1","hsa-miR-1273h-3p"
"5737990","SDC1","hsa-miR-3678-3p"
"5737991","SDC1","hsa-miR-7156-3p"
"5737992","SDC1","hsa-miR-192-3p"
"5737993","SDC1","hsa-miR-5006-5p"
"5737994","SDC1","hsa-miR-5590-5p"
"5737995","SDC1","hsa-miR-4659a-5p"
"5737996","SDC1","hsa-miR-3157-3p"
"5737997","SDC1","hsa-miR-3977"
"5737998","SDC1","hsa-miR-1273e"
"5737999","SDC1","hsa-miR-3978"
"5738000","SDC1","hsa-miR-4535"
"5738001","SDC1","hsa-miR-1269a"
"5738002","SDC1","hsa-miR-4531"
"5738003","SDC1","hsa-miR-1270"
"5738004","SDC1","hsa-miR-6874-5p"
"5738005","SDC1","hsa-miR-4443"
"5738006","SDC1","hsa-miR-432-3p"
"5738007","SDC1","hsa-miR-7150"
"5738008","SDC1","hsa-miR-548s"
"5738009","SDC1","hsa-miR-4435"
"5738010","SDC1","hsa-miR-328-3p"
"5738011","SDC1","hsa-miR-6878-3p"
"5738012","SDC1","hsa-miR-647"
"5738013","SDC1","hsa-miR-6842-3p"
"5738014","SDC1","hsa-miR-30b-3p"
"5738015","SDC1","hsa-miR-1587"
"5738016","SDC1","hsa-miR-3150a-3p"
"5738017","SDC1","hsa-miR-1227-5p"
"5738018","SDC1","hsa-miR-7109-5p"
"5738019","SDC1","hsa-miR-218-1-3p"
"5738020","SDC1","hsa-let-7g-3p"
"5738021","SDC1","hsa-miR-4288"
"5738022","SDC1","hsa-miR-6808-3p"
"5738023","SDC1","hsa-miR-6818-5p"
"5738024","SDC1","hsa-miR-6509-5p"
"5738025","SDC1","hsa-miR-6083"
"5738026","SDC1","hsa-miR-325-3p"
"5738027","SDC1","hsa-miR-3180-5p"
"5738028","SDC1","hsa-miR-3679-3p"
"5738029","SDC1","hsa-miR-4755-5p"
"5738030","SDC1","hsa-miR-6516-5p"
"5738031","SDC1","hsa-miR-4776-3p"
"5738032","SDC1","hsa-miR-5004-3p"
"5738033","SDC1","hsa-miR-659-3p"
"5763661","SEL1L3","hsa-miR-301a-3p"
"5763662","SEL1L3","hsa-miR-19a-3p"
"5763663","SEL1L3","hsa-miR-30b-5p"
"5763664","SEL1L3","hsa-miR-367-3p"
"5763665","SEL1L3","hsa-miR-424-5p"
"5763666","SEL1L3","hsa-miR-503-5p"
"5763667","SEL1L3","hsa-miR-142-5p"
"5763668","SEL1L3","hsa-miR-103a-3p"
"5763669","SEL1L3","hsa-miR-145-5p"
"5763670","SEL1L3","hsa-miR-33a-5p"
"5763671","SEL1L3","hsa-miR-9-5p"
"5763672","SEL1L3","hsa-miR-203a-3p.1"
"5763673","SEL1L3","hsa-miR-18a-5p"
"5763674","SEL1L3","hsa-miR-425-5p"
"5763675","SEL1L3","hsa-miR-139-5p"
"5763676","SEL1L3","hsa-miR-31-5p"
"5763677","SEL1L3","hsa-miR-208b-3p"
"5763678","SEL1L3","hsa-miR-499a-5p"
"5763679","SEL1L3","hsa-miR-142-3p.2"
"5763680","SEL1L3","hsa-miR-203a-3p.2"
"5763681","SEL1L3","hsa-miR-548c-3p"
"5763682","SEL1L3","hsa-miR-3662"
"5763683","SEL1L3","hsa-miR-4282"
"5763684","SEL1L3","hsa-miR-497-3p"
"5763685","SEL1L3","hsa-miR-4311"
"5763686","SEL1L3","hsa-miR-548a-5p"
"5763687","SEL1L3","hsa-miR-548av-5p"
"5763688","SEL1L3","hsa-miR-548l"
"5763689","SEL1L3","hsa-miR-5692a"
"5763690","SEL1L3","hsa-miR-3646"
"5763691","SEL1L3","hsa-miR-1252-3p"
"5763692","SEL1L3","hsa-miR-6507-5p"
"5763693","SEL1L3","hsa-miR-641"
"5763694","SEL1L3","hsa-miR-4428"
"5763695","SEL1L3","hsa-miR-34b-3p"
"5763696","SEL1L3","hsa-miR-580-5p"
"5763697","SEL1L3","hsa-miR-4760-3p"
"5763698","SEL1L3","hsa-miR-590-3p"
"5763699","SEL1L3","hsa-miR-338-5p"
"5763700","SEL1L3","hsa-miR-8485"
"5763701","SEL1L3","hsa-miR-4789-3p"
"5763702","SEL1L3","hsa-miR-1255b-2-3p"
"5763703","SEL1L3","hsa-miR-634"
"5763704","SEL1L3","hsa-miR-6782-3p"
"5763705","SEL1L3","hsa-miR-521"
"5763706","SEL1L3","hsa-miR-4798-3p"
"5763707","SEL1L3","hsa-miR-1183"
"5763708","SEL1L3","hsa-miR-4773"
"5763709","SEL1L3","hsa-miR-646"
"5763710","SEL1L3","hsa-miR-5582-5p"
"5763711","SEL1L3","hsa-miR-6757-5p"
"5763712","SEL1L3","hsa-miR-6735-5p"
"5763713","SEL1L3","hsa-miR-4761-3p"
"5763714","SEL1L3","hsa-miR-4446-3p"
"5763715","SEL1L3","hsa-miR-1244"
"5763716","SEL1L3","hsa-miR-4280"
"5763717","SEL1L3","hsa-miR-3163"
"5763718","SEL1L3","hsa-miR-4666a-3p"
"5763719","SEL1L3","hsa-miR-656-3p"
"5763720","SEL1L3","hsa-miR-34c-3p"
"5763721","SEL1L3","hsa-miR-5092"
"5763722","SEL1L3","hsa-miR-188-5p"
"5763723","SEL1L3","hsa-miR-1298-3p"
"5763724","SEL1L3","hsa-miR-1246"
"5763725","SEL1L3","hsa-miR-4495"
"5763726","SEL1L3","hsa-miR-380-3p"
"5763727","SEL1L3","hsa-miR-7852-3p"
"5763728","SEL1L3","hsa-miR-511-3p"
"5763729","SEL1L3","hsa-miR-4699-3p"
"5763730","SEL1L3","hsa-miR-205-3p"
"5763731","SEL1L3","hsa-miR-6830-5p"
"5763732","SEL1L3","hsa-miR-4761-5p"
"5763733","SEL1L3","hsa-miR-95-5p"
"5763734","SEL1L3","hsa-miR-16-2-3p"
"5763735","SEL1L3","hsa-miR-4705"
"5763736","SEL1L3","hsa-miR-4999-3p"
"5763737","SEL1L3","hsa-miR-6890-3p"
"5763738","SEL1L3","hsa-miR-6715b-5p"
"5763739","SEL1L3","hsa-miR-545-5p"
"5763740","SEL1L3","hsa-miR-490-5p"
"5763741","SEL1L3","hsa-miR-323b-3p"
"5763742","SEL1L3","hsa-miR-1273g-3p"
"5763743","SEL1L3","hsa-miR-488-5p"
"5763744","SEL1L3","hsa-miR-4645-5p"
"5763745","SEL1L3","hsa-miR-4286"
"5763746","SEL1L3","hsa-miR-6752-3p"
"5763747","SEL1L3","hsa-miR-339-5p"
"5763748","SEL1L3","hsa-miR-6769b-3p"
"5763749","SEL1L3","hsa-miR-877-3p"
"5763750","SEL1L3","hsa-miR-486-5p"
"5763751","SEL1L3","hsa-miR-106b-3p"
"5763752","SEL1L3","hsa-miR-6125"
"5763753","SEL1L3","hsa-miR-8067"
"5763754","SEL1L3","hsa-miR-520g-5p"
"5763755","SEL1L3","hsa-miR-6731-3p"
"5763756","SEL1L3","hsa-miR-26a-1-3p"
"5763757","SEL1L3","hsa-miR-6870-3p"
"5763758","SEL1L3","hsa-miR-7113-3p"
"5763759","SEL1L3","hsa-miR-520f-5p"
"5763760","SEL1L3","hsa-miR-7110-3p"
"5763761","SEL1L3","hsa-miR-6817-3p"
"5763762","SEL1L3","hsa-miR-1236-3p"
"5763763","SEL1L3","hsa-miR-29a-5p"
"5763764","SEL1L3","hsa-miR-20a-3p"
"5763765","SEL1L3","hsa-miR-767-3p"
"5763766","SEL1L3","hsa-miR-6861-5p"
"5763767","SEL1L3","hsa-miR-6776-5p"
"5763768","SEL1L3","hsa-miR-3607-3p"
"5763769","SEL1L3","hsa-miR-4677-3p"
"5763770","SEL1L3","hsa-miR-4679"
"5763771","SEL1L3","hsa-miR-26b-3p"
"5763772","SEL1L3","hsa-miR-1267"
"5763773","SEL1L3","hsa-miR-676-5p"
"5763774","SEL1L3","hsa-miR-432-5p"
"5763775","SEL1L3","hsa-miR-643"
"5763776","SEL1L3","hsa-miR-4738-3p"
"5763777","SEL1L3","hsa-miR-642a-3p"
"5763778","SEL1L3","hsa-miR-1180-5p"
"5763779","SEL1L3","hsa-miR-6759-3p"
"5763780","SEL1L3","hsa-miR-539-5p"
"5763781","SEL1L3","hsa-miR-1253"
"5763782","SEL1L3","hsa-miR-3928-3p"
"5763783","SEL1L3","hsa-miR-3188"
"5763784","SEL1L3","hsa-miR-423-5p"
"5763785","SEL1L3","hsa-miR-5194"
"5763786","SEL1L3","hsa-miR-548aj-5p"
"5763787","SEL1L3","hsa-miR-1468-3p"
"5763788","SEL1L3","hsa-miR-324-5p"
"5763789","SEL1L3","hsa-miR-4313"
"5763790","SEL1L3","hsa-miR-18b-3p"
"5763791","SEL1L3","hsa-miR-4290"
"5763792","SEL1L3","hsa-miR-7976"
"5763793","SEL1L3","hsa-miR-3173-5p"
"5763794","SEL1L3","hsa-miR-146b-3p"
"5763795","SEL1L3","hsa-miR-31-3p"
"5763796","SEL1L3","hsa-miR-6882-3p"
"5763797","SEL1L3","hsa-miR-6828-5p"
"5763798","SEL1L3","hsa-miR-711"
"5763799","SEL1L3","hsa-miR-4434"
"5763800","SEL1L3","hsa-miR-185-5p"
"5763801","SEL1L3","hsa-miR-5192"
"5763802","SEL1L3","hsa-miR-6809-5p"
"5763803","SEL1L3","hsa-miR-3136-3p"
"5763804","SEL1L3","hsa-miR-874-5p"
"5763805","SEL1L3","hsa-miR-7974"
"5763806","SEL1L3","hsa-miR-5187-5p"
"5763807","SEL1L3","hsa-miR-6862-5p"
"5763808","SEL1L3","hsa-miR-4741"
"5763809","SEL1L3","hsa-miR-5681b"
"5763810","SEL1L3","hsa-miR-6832-5p"
"5763811","SEL1L3","hsa-miR-4732-5p"
"5763812","SEL1L3","hsa-miR-567"
"5763813","SEL1L3","hsa-miR-496.2"
"5763814","SEL1L3","hsa-miR-3688-5p"
"5763815","SEL1L3","hsa-miR-891a-3p"
"5763816","SEL1L3","hsa-miR-4326"
"5763817","SEL1L3","hsa-miR-2116-5p"
"5763818","SEL1L3","hsa-miR-22-5p"
"5763819","SEL1L3","hsa-miR-655-3p"
"5763820","SEL1L3","hsa-miR-4775"
"5763821","SEL1L3","hsa-miR-524-5p"
"5763822","SEL1L3","hsa-miR-582-5p"
"5763823","SEL1L3","hsa-miR-6866-5p"
"5763824","SEL1L3","hsa-miR-4524a-5p"
"5763825","SEL1L3","hsa-miR-4671-3p"
"5763826","SEL1L3","hsa-miR-1185-1-3p"
"5763827","SEL1L3","hsa-miR-361-5p"
"5763828","SEL1L3","hsa-miR-556-3p"
"5763829","SEL1L3","hsa-miR-561-5p"
"5763830","SEL1L3","hsa-miR-452-3p"
"5763831","SEL1L3","hsa-miR-2355-5p"
"5763832","SEL1L3","hsa-miR-1468-5p"
"5763833","SEL1L3","hsa-miR-7111-3p"
"5763834","SEL1L3","hsa-miR-6780a-3p"
"5763835","SEL1L3","hsa-miR-6881-3p"
"5763836","SEL1L3","hsa-miR-502-5p"
"5763837","SEL1L3","hsa-miR-4799-5p"
"5763838","SEL1L3","hsa-miR-6873-3p"
"5763839","SEL1L3","hsa-miR-6828-3p"
"5763840","SEL1L3","hsa-miR-6071"
"5763841","SEL1L3","hsa-miR-516b-5p"
"5763842","SEL1L3","hsa-miR-3915"
"5763843","SEL1L3","hsa-miR-1224-5p"
"5763844","SEL1L3","hsa-miR-4689"
"5763845","SEL1L3","hsa-miR-6734-5p"
"5763846","SEL1L3","hsa-miR-548aw"
"5763847","SEL1L3","hsa-miR-518a-5p"
"5763848","SEL1L3","hsa-miR-106a-3p"
"5763849","SEL1L3","hsa-miR-448"
"5763850","SEL1L3","hsa-miR-3157-3p"
"5763851","SEL1L3","hsa-miR-874-3p"
"5763852","SEL1L3","hsa-miR-6079"
"5763853","SEL1L3","hsa-miR-4776-5p"
"5763854","SEL1L3","hsa-miR-4535"
"5763855","SEL1L3","hsa-miR-4531"
"5763856","SEL1L3","hsa-miR-1225-5p"
"5763857","SEL1L3","hsa-miR-2054"
"5763858","SEL1L3","hsa-let-7a-2-3p"
"5763859","SEL1L3","hsa-miR-568"
"5763860","SEL1L3","hsa-miR-675-3p"
"5763861","SEL1L3","hsa-miR-297"
"5763862","SEL1L3","hsa-miR-8070"
"5763863","SEL1L3","hsa-miR-4677-5p"
"5763864","SEL1L3","hsa-miR-4477b"
"5763865","SEL1L3","hsa-miR-374b-3p"
"5763866","SEL1L3","hsa-miR-3591-5p"
"5763867","SEL1L3","hsa-miR-374a-3p"
"5763868","SEL1L3","hsa-miR-498"
"5763869","SEL1L3","hsa-miR-3180-5p"
"5763870","SEL1L3","hsa-miR-4768-5p"
"5763871","SEL1L3","hsa-miR-4743-3p"
"5763872","SEL1L3","hsa-miR-4652-3p"
"5763873","SEL1L3","hsa-miR-1304-5p"
"5763874","SEL1L3","hsa-miR-4520-2-3p"
"5763875","SEL1L3","hsa-miR-4529-3p"
"5763876","SEL1L3","hsa-miR-3674"
"5763877","SEL1L3","hsa-miR-3149"
"5763878","SEL1L3","hsa-miR-7856-5p"
"5763879","SEL1L3","hsa-miR-3680-3p"
"5763880","SEL1L3","hsa-miR-7850-5p"
"5772567","SEMA4D","hsa-miR-125a-5p"
"5772568","SEMA4D","hsa-miR-24-3p"
"5772569","SEMA4D","hsa-miR-137"
"5772570","SEMA4D","hsa-miR-7-5p"
"5772571","SEMA4D","hsa-miR-34a-5p"
"5772572","SEMA4D","hsa-miR-203a-3p.2"
"5772573","SEMA4D","hsa-miR-145-5p"
"5772574","SEMA4D","hsa-miR-23a-3p"
"5772575","SEMA4D","hsa-miR-142-5p"
"5772576","SEMA4D","hsa-miR-199a-5p"
"5772577","SEMA4D","hsa-miR-200a-3p"
"5772578","SEMA4D","hsa-miR-129-1-3p"
"5772579","SEMA4D","hsa-miR-216b-5p"
"5772580","SEMA4D","hsa-miR-140-3p.2"
"5772581","SEMA4D","hsa-miR-193a-3p"
"5772582","SEMA4D","hsa-miR-135a-5p"
"5772583","SEMA4D","hsa-miR-199a-3p"
"5772584","SEMA4D","hsa-miR-140-3p.1"
"5772585","SEMA4D","hsa-miR-126-3p.1"
"5772586","SEMA4D","hsa-miR-139-5p"
"5772587","SEMA4D","hsa-miR-1-3p"
"5772588","SEMA4D","hsa-miR-122-5p"
"5772589","SEMA4D","hsa-miR-126-3p.2"
"5772590","SEMA4D","hsa-miR-499a-5p"
"5772591","SEMA4D","hsa-miR-26a-5p"
"5772592","SEMA4D","hsa-miR-204-5p"
"5772593","SEMA4D","hsa-miR-548ac"
"5772594","SEMA4D","hsa-miR-548ae-3p"
"5772595","SEMA4D","hsa-miR-548as-3p"
