"name","selected","shared name","type"
"hsa-miR-5010-3p","false","hsa-miR-5010-3p","miRNA"
"hsa-miR-2681-5p","false","hsa-miR-2681-5p","miRNA"
"hsa-miR-335-3p","false","hsa-miR-335-3p","miRNA"
"AIM2","false","AIM2","gene"
"hsa-miR-6502-3p","false","hsa-miR-6502-3p","miRNA"
"hsa-miR-6856-5p","false","hsa-miR-6856-5p","miRNA"
"hsa-miR-4715-5p","false","hsa-miR-4715-5p","miRNA"
"hsa-miR-4735-5p","false","hsa-miR-4735-5p","miRNA"
"hsa-miR-4427","false","hsa-miR-4427","miRNA"
"hsa-miR-5187-3p","false","hsa-miR-5187-3p","miRNA"
"hsa-miR-4680-3p","false","hsa-miR-4680-3p","miRNA"
"hsa-miR-29a-5p","false","hsa-miR-29a-5p","miRNA"
"hsa-miR-219b-3p","false","hsa-miR-219b-3p","miRNA"
"hsa-miR-219a-2-3p","false","hsa-miR-219a-2-3p","miRNA"
"hsa-miR-485-5p","false","hsa-miR-485-5p","miRNA"
"hsa-miR-4660","false","hsa-miR-4660","miRNA"
"hsa-miR-4999-5p","false","hsa-miR-4999-5p","miRNA"
"hsa-miR-185-5p","false","hsa-miR-185-5p","miRNA"
"hsa-miR-5192","false","hsa-miR-5192","miRNA"
"hsa-miR-8071","false","hsa-miR-8071","miRNA"
"hsa-miR-3165","false","hsa-miR-3165","miRNA"
"hsa-miR-3684","false","hsa-miR-3684","miRNA"
"hsa-miR-4709-3p","false","hsa-miR-4709-3p","miRNA"
"hsa-miR-183-3p","false","hsa-miR-183-3p","miRNA"
"hsa-miR-1301-3p","false","hsa-miR-1301-3p","miRNA"
"hsa-miR-325-3p","false","hsa-miR-325-3p","miRNA"
"hsa-miR-9-5p","false","hsa-miR-9-5p","miRNA"
"C7","false","C7","gene"
"hsa-miR-155-5p","false","hsa-miR-155-5p","miRNA"
"hsa-miR-15a-5p","false","hsa-miR-15a-5p","miRNA"
"hsa-miR-203a-3p.1","false","hsa-miR-203a-3p.1","miRNA"
"hsa-miR-31-5p","false","hsa-miR-31-5p","miRNA"
"hsa-miR-3064-5p","false","hsa-miR-3064-5p","miRNA"
"hsa-miR-140-3p.2","false","hsa-miR-140-3p.2","miRNA"
"hsa-miR-199a-5p","false","hsa-miR-199a-5p","miRNA"
"hsa-miR-183-5p.2","false","hsa-miR-183-5p.2","miRNA"
"hsa-miR-124-3p.1","false","hsa-miR-124-3p.1","miRNA"
"hsa-miR-29a-3p","false","hsa-miR-29a-3p","miRNA"
"hsa-miR-128-3p","false","hsa-miR-128-3p","miRNA"
"hsa-miR-140-3p.1","false","hsa-miR-140-3p.1","miRNA"
"hsa-miR-125a-5p","false","hsa-miR-125a-5p","miRNA"
"hsa-miR-212-5p","false","hsa-miR-212-5p","miRNA"
"hsa-miR-190a-5p","false","hsa-miR-190a-5p","miRNA"
"hsa-miR-103a-3p","false","hsa-miR-103a-3p","miRNA"
"hsa-miR-214-5p","false","hsa-miR-214-5p","miRNA"
"hsa-miR-101-3p.2","false","hsa-miR-101-3p.2","miRNA"
"hsa-miR-26a-5p","false","hsa-miR-26a-5p","miRNA"
"hsa-miR-27a-3p","false","hsa-miR-27a-3p","miRNA"
"hsa-miR-96-5p","false","hsa-miR-96-5p","miRNA"
"hsa-miR-548ad-3p","false","hsa-miR-548ad-3p","miRNA"
"hsa-miR-5582-3p","false","hsa-miR-5582-3p","miRNA"
"hsa-miR-6771-3p","false","hsa-miR-6771-3p","miRNA"
"hsa-miR-583","false","hsa-miR-583","miRNA"
"hsa-miR-548an","false","hsa-miR-548an","miRNA"
"hsa-miR-6507-3p","false","hsa-miR-6507-3p","miRNA"
"hsa-miR-522-3p","false","hsa-miR-522-3p","miRNA"
"hsa-miR-3591-3p","false","hsa-miR-3591-3p","miRNA"
"hsa-miR-6776-3p","false","hsa-miR-6776-3p","miRNA"
"hsa-miR-1273d","false","hsa-miR-1273d","miRNA"
"hsa-miR-3150a-5p","false","hsa-miR-3150a-5p","miRNA"
"hsa-miR-649","false","hsa-miR-649","miRNA"
"hsa-miR-708-3p","false","hsa-miR-708-3p","miRNA"
"hsa-miR-618","false","hsa-miR-618","miRNA"
"hsa-miR-548b-3p","false","hsa-miR-548b-3p","miRNA"
"hsa-miR-4511","false","hsa-miR-4511","miRNA"
"hsa-miR-4432","false","hsa-miR-4432","miRNA"
"hsa-miR-4662b","false","hsa-miR-4662b","miRNA"
"hsa-miR-7109-3p","false","hsa-miR-7109-3p","miRNA"
"hsa-miR-6891-5p","false","hsa-miR-6891-5p","miRNA"
"hsa-miR-3714","false","hsa-miR-3714","miRNA"
"hsa-miR-548ag","false","hsa-miR-548ag","miRNA"
"hsa-miR-3974","false","hsa-miR-3974","miRNA"
"hsa-miR-34a-3p","false","hsa-miR-34a-3p","miRNA"
"hsa-miR-5700","false","hsa-miR-5700","miRNA"
"hsa-miR-5571-5p","false","hsa-miR-5571-5p","miRNA"
"hsa-miR-6882-5p","false","hsa-miR-6882-5p","miRNA"
"hsa-miR-4731-3p","false","hsa-miR-4731-3p","miRNA"
"hsa-miR-6757-3p","false","hsa-miR-6757-3p","miRNA"
"hsa-miR-4797-5p","false","hsa-miR-4797-5p","miRNA"
"hsa-miR-4700-3p","false","hsa-miR-4700-3p","miRNA"
"hsa-miR-1911-3p","false","hsa-miR-1911-3p","miRNA"
"hsa-miR-6753-5p","false","hsa-miR-6753-5p","miRNA"
"hsa-miR-7153-3p","false","hsa-miR-7153-3p","miRNA"
"hsa-miR-5195-5p","false","hsa-miR-5195-5p","miRNA"
"hsa-miR-619-3p","false","hsa-miR-619-3p","miRNA"
"hsa-miR-7851-3p","false","hsa-miR-7851-3p","miRNA"
"hsa-miR-3200-3p","false","hsa-miR-3200-3p","miRNA"
"hsa-miR-6813-3p","false","hsa-miR-6813-3p","miRNA"
"hsa-miR-4681","false","hsa-miR-4681","miRNA"
"hsa-miR-28-3p","false","hsa-miR-28-3p","miRNA"
"hsa-miR-512-5p","false","hsa-miR-512-5p","miRNA"
"hsa-miR-3664-5p","false","hsa-miR-3664-5p","miRNA"
"hsa-miR-4773","false","hsa-miR-4773","miRNA"
"hsa-miR-4524b-3p","false","hsa-miR-4524b-3p","miRNA"
"hsa-miR-4499","false","hsa-miR-4499","miRNA"
"hsa-miR-3125","false","hsa-miR-3125","miRNA"
"hsa-miR-5586-3p","false","hsa-miR-5586-3p","miRNA"
"hsa-miR-7161-3p","false","hsa-miR-7161-3p","miRNA"
"hsa-miR-6510-5p","false","hsa-miR-6510-5p","miRNA"
"hsa-miR-1179","false","hsa-miR-1179","miRNA"
"hsa-miR-4676-5p","false","hsa-miR-4676-5p","miRNA"
"hsa-miR-4323","false","hsa-miR-4323","miRNA"
"hsa-miR-6769a-3p","false","hsa-miR-6769a-3p","miRNA"
"hsa-miR-4687-5p","false","hsa-miR-4687-5p","miRNA"
"hsa-miR-6819-3p","false","hsa-miR-6819-3p","miRNA"
"hsa-miR-6876-5p","false","hsa-miR-6876-5p","miRNA"
"hsa-miR-1197","false","hsa-miR-1197","miRNA"
"hsa-miR-4695-5p","false","hsa-miR-4695-5p","miRNA"
"hsa-miR-5582-5p","false","hsa-miR-5582-5p","miRNA"
"hsa-miR-940","false","hsa-miR-940","miRNA"
"hsa-miR-1245b-5p","false","hsa-miR-1245b-5p","miRNA"
"hsa-miR-4419b","false","hsa-miR-4419b","miRNA"
"hsa-miR-6822-5p","false","hsa-miR-6822-5p","miRNA"
"hsa-miR-9500","false","hsa-miR-9500","miRNA"
"hsa-miR-4761-3p","false","hsa-miR-4761-3p","miRNA"
"hsa-miR-6895-5p","false","hsa-miR-6895-5p","miRNA"
"hsa-miR-3158-3p","false","hsa-miR-3158-3p","miRNA"
"hsa-miR-4688","false","hsa-miR-4688","miRNA"
"hsa-miR-6805-5p","false","hsa-miR-6805-5p","miRNA"
"hsa-miR-6755-5p","false","hsa-miR-6755-5p","miRNA"
"hsa-miR-1178-5p","false","hsa-miR-1178-5p","miRNA"
"hsa-miR-6831-5p","false","hsa-miR-6831-5p","miRNA"
"hsa-miR-4678","false","hsa-miR-4678","miRNA"
"hsa-miR-3174","false","hsa-miR-3174","miRNA"
"hsa-miR-1245a","false","hsa-miR-1245a","miRNA"
"hsa-miR-371b-3p","false","hsa-miR-371b-3p","miRNA"
"hsa-miR-6718-5p","false","hsa-miR-6718-5p","miRNA"
"hsa-miR-5000-5p","false","hsa-miR-5000-5p","miRNA"
"hsa-miR-148b-5p","false","hsa-miR-148b-5p","miRNA"
"hsa-miR-1295b-3p","false","hsa-miR-1295b-3p","miRNA"
"hsa-miR-656-3p","false","hsa-miR-656-3p","miRNA"
"hsa-miR-96-3p","false","hsa-miR-96-3p","miRNA"
"hsa-miR-5092","false","hsa-miR-5092","miRNA"
"hsa-miR-3675-3p","false","hsa-miR-3675-3p","miRNA"
"hsa-miR-4686","false","hsa-miR-4686","miRNA"
"hsa-miR-4728-3p","false","hsa-miR-4728-3p","miRNA"
"hsa-miR-3675-5p","false","hsa-miR-3675-5p","miRNA"
"hsa-miR-654-3p","false","hsa-miR-654-3p","miRNA"
"hsa-miR-4501","false","hsa-miR-4501","miRNA"
"hsa-miR-126-5p","false","hsa-miR-126-5p","miRNA"
"hsa-miR-3065-5p","false","hsa-miR-3065-5p","miRNA"
"hsa-miR-4714-3p","false","hsa-miR-4714-3p","miRNA"
"hsa-miR-3922-5p","false","hsa-miR-3922-5p","miRNA"
"hsa-miR-4705","false","hsa-miR-4705","miRNA"
"hsa-miR-4719","false","hsa-miR-4719","miRNA"
"hsa-miR-216b-3p","false","hsa-miR-216b-3p","miRNA"
"hsa-miR-6865-3p","false","hsa-miR-6865-3p","miRNA"
"hsa-miR-3622a-3p","false","hsa-miR-3622a-3p","miRNA"
"hsa-miR-6765-3p","false","hsa-miR-6765-3p","miRNA"
"hsa-miR-6890-3p","false","hsa-miR-6890-3p","miRNA"
"hsa-miR-3614-5p","false","hsa-miR-3614-5p","miRNA"
"hsa-miR-6500-3p","false","hsa-miR-6500-3p","miRNA"
"hsa-miR-589-3p","false","hsa-miR-589-3p","miRNA"
"hsa-miR-1324","false","hsa-miR-1324","miRNA"
"hsa-miR-4494","false","hsa-miR-4494","miRNA"
"hsa-miR-10b-3p","false","hsa-miR-10b-3p","miRNA"
"hsa-miR-3065-3p","false","hsa-miR-3065-3p","miRNA"
"hsa-miR-383-3p","false","hsa-miR-383-3p","miRNA"
"hsa-miR-3619-5p","false","hsa-miR-3619-5p","miRNA"
"hsa-miR-5685","false","hsa-miR-5685","miRNA"
"hsa-miR-4768-3p","false","hsa-miR-4768-3p","miRNA"
"hsa-miR-4433a-3p","false","hsa-miR-4433a-3p","miRNA"
"hsa-miR-3937","false","hsa-miR-3937","miRNA"
"hsa-miR-3918","false","hsa-miR-3918","miRNA"
"hsa-miR-1910-5p","false","hsa-miR-1910-5p","miRNA"
"hsa-miR-935","false","hsa-miR-935","miRNA"
"hsa-miR-4793-5p","false","hsa-miR-4793-5p","miRNA"
"hsa-miR-490-5p","false","hsa-miR-490-5p","miRNA"
"hsa-miR-6849-3p","false","hsa-miR-6849-3p","miRNA"
"hsa-miR-4673","false","hsa-miR-4673","miRNA"
"hsa-miR-7113-5p","false","hsa-miR-7113-5p","miRNA"
"hsa-miR-6837-5p","false","hsa-miR-6837-5p","miRNA"
"hsa-miR-1825","false","hsa-miR-1825","miRNA"
"hsa-miR-6840-3p","false","hsa-miR-6840-3p","miRNA"
"hsa-miR-4726-3p","false","hsa-miR-4726-3p","miRNA"
"hsa-miR-4286","false","hsa-miR-4286","miRNA"
"hsa-miR-6801-3p","false","hsa-miR-6801-3p","miRNA"
"hsa-miR-3127-3p","false","hsa-miR-3127-3p","miRNA"
"hsa-miR-3162-3p","false","hsa-miR-3162-3p","miRNA"
"hsa-miR-4667-3p","false","hsa-miR-4667-3p","miRNA"
"hsa-miR-6892-3p","false","hsa-miR-6892-3p","miRNA"
"hsa-miR-2276-5p","false","hsa-miR-2276-5p","miRNA"
"hsa-miR-6752-3p","false","hsa-miR-6752-3p","miRNA"
"hsa-miR-5088-3p","false","hsa-miR-5088-3p","miRNA"
"hsa-miR-6832-3p","false","hsa-miR-6832-3p","miRNA"
"hsa-miR-6784-5p","false","hsa-miR-6784-5p","miRNA"
"hsa-miR-3927-5p","false","hsa-miR-3927-5p","miRNA"
"hsa-miR-4723-3p","false","hsa-miR-4723-3p","miRNA"
"hsa-miR-3140-5p","false","hsa-miR-3140-5p","miRNA"
"hsa-miR-4722-3p","false","hsa-miR-4722-3p","miRNA"
"hsa-miR-6747-3p","false","hsa-miR-6747-3p","miRNA"
"hsa-miR-370-3p","false","hsa-miR-370-3p","miRNA"
"hsa-miR-939-3p","false","hsa-miR-939-3p","miRNA"
"hsa-miR-1914-5p","false","hsa-miR-1914-5p","miRNA"
"hsa-miR-3667-3p","false","hsa-miR-3667-3p","miRNA"
"hsa-miR-1915-5p","false","hsa-miR-1915-5p","miRNA"
"hsa-miR-4315","false","hsa-miR-4315","miRNA"
"hsa-miR-4787-5p","false","hsa-miR-4787-5p","miRNA"
"hsa-miR-1204","false","hsa-miR-1204","miRNA"
"hsa-miR-520g-5p","false","hsa-miR-520g-5p","miRNA"
"hsa-miR-645","false","hsa-miR-645","miRNA"
"hsa-miR-554","false","hsa-miR-554","miRNA"
"hsa-miR-6080","false","hsa-miR-6080","miRNA"
"hsa-miR-138-2-3p","false","hsa-miR-138-2-3p","miRNA"
"hsa-miR-616-5p","false","hsa-miR-616-5p","miRNA"
"hsa-miR-371a-5p","false","hsa-miR-371a-5p","miRNA"
"hsa-miR-4330","false","hsa-miR-4330","miRNA"
"hsa-miR-6787-3p","false","hsa-miR-6787-3p","miRNA"
"hsa-miR-4264","false","hsa-miR-4264","miRNA"
"hsa-miR-532-3p","false","hsa-miR-532-3p","miRNA"
"hsa-miR-2116-3p","false","hsa-miR-2116-3p","miRNA"
"hsa-miR-7113-3p","false","hsa-miR-7113-3p","miRNA"
"hsa-miR-520f-5p","false","hsa-miR-520f-5p","miRNA"
"hsa-miR-517-5p","false","hsa-miR-517-5p","miRNA"
"hsa-miR-1251-5p","false","hsa-miR-1251-5p","miRNA"
"hsa-miR-6845-3p","false","hsa-miR-6845-3p","miRNA"
"hsa-miR-7110-3p","false","hsa-miR-7110-3p","miRNA"
"hsa-miR-6817-3p","false","hsa-miR-6817-3p","miRNA"
"hsa-miR-330-5p","false","hsa-miR-330-5p","miRNA"
"hsa-miR-4329","false","hsa-miR-4329","miRNA"
"hsa-miR-6761-5p","false","hsa-miR-6761-5p","miRNA"
"hsa-miR-4793-3p","false","hsa-miR-4793-3p","miRNA"
"hsa-miR-1913","false","hsa-miR-1913","miRNA"
"hsa-miR-18a-3p","false","hsa-miR-18a-3p","miRNA"
"hsa-miR-191-3p","false","hsa-miR-191-3p","miRNA"
"hsa-miR-93-3p","false","hsa-miR-93-3p","miRNA"
"hsa-miR-3692-5p","false","hsa-miR-3692-5p","miRNA"
"hsa-miR-6839-5p","false","hsa-miR-6839-5p","miRNA"
"hsa-miR-3190-5p","false","hsa-miR-3190-5p","miRNA"
"hsa-miR-3176","false","hsa-miR-3176","miRNA"
"hsa-miR-149-5p","false","hsa-miR-149-5p","miRNA"
"hsa-miR-3192-5p","false","hsa-miR-3192-5p","miRNA"
"hsa-miR-6506-5p","false","hsa-miR-6506-5p","miRNA"
"hsa-miR-1285-3p","false","hsa-miR-1285-3p","miRNA"
"hsa-miR-4486","false","hsa-miR-4486","miRNA"
"hsa-miR-4774-5p","false","hsa-miR-4774-5p","miRNA"
"hsa-miR-3607-3p","false","hsa-miR-3607-3p","miRNA"
"hsa-miR-20b-3p","false","hsa-miR-20b-3p","miRNA"
"hsa-miR-6773-3p","false","hsa-miR-6773-3p","miRNA"
"hsa-miR-3120-5p","false","hsa-miR-3120-5p","miRNA"
"hsa-miR-412-3p","false","hsa-miR-412-3p","miRNA"
"hsa-miR-4778-3p","false","hsa-miR-4778-3p","miRNA"
"hsa-miR-581","false","hsa-miR-581","miRNA"
"hsa-miR-302b-5p","false","hsa-miR-302b-5p","miRNA"
"hsa-miR-3185","false","hsa-miR-3185","miRNA"
"hsa-miR-3928-5p","false","hsa-miR-3928-5p","miRNA"
"hsa-miR-605-3p","false","hsa-miR-605-3p","miRNA"
"hsa-miR-4493","false","hsa-miR-4493","miRNA"
"hsa-miR-3179","false","hsa-miR-3179","miRNA"
"hsa-miR-4670-3p","false","hsa-miR-4670-3p","miRNA"
"hsa-miR-4790-3p","false","hsa-miR-4790-3p","miRNA"
"hsa-miR-642a-3p","false","hsa-miR-642a-3p","miRNA"
"hsa-miR-591","false","hsa-miR-591","miRNA"
"hsa-miR-4725-5p","false","hsa-miR-4725-5p","miRNA"
"hsa-miR-29c-5p","false","hsa-miR-29c-5p","miRNA"
"hsa-miR-631","false","hsa-miR-631","miRNA"
"hsa-miR-617","false","hsa-miR-617","miRNA"
"hsa-miR-6505-3p","false","hsa-miR-6505-3p","miRNA"
"hsa-miR-1253","false","hsa-miR-1253","miRNA"
"hsa-miR-6770-5p","false","hsa-miR-6770-5p","miRNA"
"hsa-miR-4524a-3p","false","hsa-miR-4524a-3p","miRNA"
"hsa-miR-873-3p","false","hsa-miR-873-3p","miRNA"
"hsa-miR-5186","false","hsa-miR-5186","miRNA"
"hsa-miR-3928-3p","false","hsa-miR-3928-3p","miRNA"
"hsa-miR-1827","false","hsa-miR-1827","miRNA"
"hsa-miR-6087","false","hsa-miR-6087","miRNA"
"hsa-miR-3616-3p","false","hsa-miR-3616-3p","miRNA"
"hsa-miR-4721","false","hsa-miR-4721","miRNA"
"hsa-miR-4481","false","hsa-miR-4481","miRNA"
"hsa-miR-574-5p","false","hsa-miR-574-5p","miRNA"
"hsa-miR-3659","false","hsa-miR-3659","miRNA"
"hsa-miR-219b-5p","false","hsa-miR-219b-5p","miRNA"
"hsa-miR-548aj-5p","false","hsa-miR-548aj-5p","miRNA"
"hsa-miR-1468-3p","false","hsa-miR-1468-3p","miRNA"
"hsa-miR-8064","false","hsa-miR-8064","miRNA"
"hsa-miR-6804-3p","false","hsa-miR-6804-3p","miRNA"
"hsa-miR-873-5p.2","false","hsa-miR-873-5p.2","miRNA"
"hsa-miR-6132","false","hsa-miR-6132","miRNA"
"hsa-miR-1909-3p","false","hsa-miR-1909-3p","miRNA"
"hsa-miR-3194-5p","false","hsa-miR-3194-5p","miRNA"
"hsa-miR-4755-3p","false","hsa-miR-4755-3p","miRNA"
"hsa-miR-210-5p","false","hsa-miR-210-5p","miRNA"
"hsa-miR-3173-5p","false","hsa-miR-3173-5p","miRNA"
"hsa-miR-938","false","hsa-miR-938","miRNA"
"hsa-miR-6886-3p","false","hsa-miR-6886-3p","miRNA"
"hsa-miR-6778-3p","false","hsa-miR-6778-3p","miRNA"
"hsa-miR-2682-3p","false","hsa-miR-2682-3p","miRNA"
"hsa-miR-4763-5p","false","hsa-miR-4763-5p","miRNA"
"hsa-miR-661","false","hsa-miR-661","miRNA"
"hsa-miR-4312","false","hsa-miR-4312","miRNA"
"hsa-miR-1273c","false","hsa-miR-1273c","miRNA"
"hsa-miR-3683","false","hsa-miR-3683","miRNA"
"hsa-miR-658","false","hsa-miR-658","miRNA"
"hsa-miR-3934-3p","false","hsa-miR-3934-3p","miRNA"
"hsa-miR-6847-3p","false","hsa-miR-6847-3p","miRNA"
"hsa-miR-7106-3p","false","hsa-miR-7106-3p","miRNA"
"hsa-miR-4268","false","hsa-miR-4268","miRNA"
"hsa-miR-4448","false","hsa-miR-4448","miRNA"
"hsa-miR-7160-5p","false","hsa-miR-7160-5p","miRNA"
"hsa-miR-6882-3p","false","hsa-miR-6882-3p","miRNA"
"hsa-miR-3135b","false","hsa-miR-3135b","miRNA"
"hsa-miR-1287-5p","false","hsa-miR-1287-5p","miRNA"
"hsa-miR-1537-5p","false","hsa-miR-1537-5p","miRNA"
"hsa-miR-4718","false","hsa-miR-4718","miRNA"
"hsa-miR-4720-3p","false","hsa-miR-4720-3p","miRNA"
"hsa-miR-516a-3p","false","hsa-miR-516a-3p","miRNA"
"hsa-miR-1251-3p","false","hsa-miR-1251-3p","miRNA"
"hsa-miR-6124","false","hsa-miR-6124","miRNA"
"hsa-miR-3202","false","hsa-miR-3202","miRNA"
"hsa-miR-6503-3p","false","hsa-miR-6503-3p","miRNA"
"hsa-miR-1288-3p","false","hsa-miR-1288-3p","miRNA"
"hsa-miR-4515","false","hsa-miR-4515","miRNA"
"hsa-miR-5703","false","hsa-miR-5703","miRNA"
"hsa-miR-139-3p","false","hsa-miR-139-3p","miRNA"
"hsa-miR-4683","false","hsa-miR-4683","miRNA"
"hsa-miR-766-5p","false","hsa-miR-766-5p","miRNA"
"hsa-miR-3612","false","hsa-miR-3612","miRNA"
"hsa-miR-4470","false","hsa-miR-4470","miRNA"
"hsa-miR-196a-3p","false","hsa-miR-196a-3p","miRNA"
"hsa-miR-3622b-5p","false","hsa-miR-3622b-5p","miRNA"
"hsa-miR-3926","false","hsa-miR-3926","miRNA"
"hsa-miR-3136-3p","false","hsa-miR-3136-3p","miRNA"
"hsa-miR-1291","false","hsa-miR-1291","miRNA"
"hsa-miR-4757-5p","false","hsa-miR-4757-5p","miRNA"
"hsa-miR-25-5p","false","hsa-miR-25-5p","miRNA"
"hsa-miR-1908-5p","false","hsa-miR-1908-5p","miRNA"
"hsa-miR-3652","false","hsa-miR-3652","miRNA"
"hsa-miR-4505","false","hsa-miR-4505","miRNA"
"hsa-miR-7974","false","hsa-miR-7974","miRNA"
"hsa-miR-4687-3p","false","hsa-miR-4687-3p","miRNA"
"hsa-miR-6733-5p","false","hsa-miR-6733-5p","miRNA"
"hsa-miR-5196-5p","false","hsa-miR-5196-5p","miRNA"
"hsa-miR-3199","false","hsa-miR-3199","miRNA"
"hsa-miR-365a-5p","false","hsa-miR-365a-5p","miRNA"
"hsa-miR-6731-5p","false","hsa-miR-6731-5p","miRNA"
"hsa-miR-4728-5p","false","hsa-miR-4728-5p","miRNA"
"hsa-miR-585-3p","false","hsa-miR-585-3p","miRNA"
"hsa-miR-1268a","false","hsa-miR-1268a","miRNA"
"hsa-miR-4656","false","hsa-miR-4656","miRNA"
"hsa-miR-6829-5p","false","hsa-miR-6829-5p","miRNA"
"hsa-miR-5001-5p","false","hsa-miR-5001-5p","miRNA"
"hsa-miR-4741","false","hsa-miR-4741","miRNA"
"hsa-miR-4489","false","hsa-miR-4489","miRNA"
"hsa-miR-185-3p","false","hsa-miR-185-3p","miRNA"
"hsa-miR-3132","false","hsa-miR-3132","miRNA"
"hsa-miR-6801-5p","false","hsa-miR-6801-5p","miRNA"
"hsa-miR-4527","false","hsa-miR-4527","miRNA"
"hsa-miR-654-5p","false","hsa-miR-654-5p","miRNA"
"hsa-miR-92a-2-5p","false","hsa-miR-92a-2-5p","miRNA"
"hsa-miR-6769a-5p","false","hsa-miR-6769a-5p","miRNA"
"hsa-miR-323a-5p","false","hsa-miR-323a-5p","miRNA"
"hsa-miR-380-5p","false","hsa-miR-380-5p","miRNA"
"hsa-miR-323b-5p","false","hsa-miR-323b-5p","miRNA"
"hsa-miR-6832-5p","false","hsa-miR-6832-5p","miRNA"
"hsa-miR-4732-5p","false","hsa-miR-4732-5p","miRNA"
"hsa-miR-668-3p","false","hsa-miR-668-3p","miRNA"
"hsa-miR-3909","false","hsa-miR-3909","miRNA"
"hsa-miR-4796-5p","false","hsa-miR-4796-5p","miRNA"
"hsa-miR-593-3p","false","hsa-miR-593-3p","miRNA"
"hsa-miR-7973","false","hsa-miR-7973","miRNA"
"hsa-miR-3689f","false","hsa-miR-3689f","miRNA"
"hsa-miR-3944-5p","false","hsa-miR-3944-5p","miRNA"
"hsa-miR-143-5p","false","hsa-miR-143-5p","miRNA"
"hsa-miR-1271-3p","false","hsa-miR-1271-3p","miRNA"
"hsa-miR-3138","false","hsa-miR-3138","miRNA"
"hsa-miR-4536-5p","false","hsa-miR-4536-5p","miRNA"
"hsa-miR-203a-5p","false","hsa-miR-203a-5p","miRNA"
"hsa-miR-1273g-5p","false","hsa-miR-1273g-5p","miRNA"
"hsa-miR-3177-5p","false","hsa-miR-3177-5p","miRNA"
"hsa-miR-223-5p","false","hsa-miR-223-5p","miRNA"
"hsa-miR-597-5p","false","hsa-miR-597-5p","miRNA"
"hsa-miR-6867-5p","false","hsa-miR-6867-5p","miRNA"
"hsa-miR-124-5p","false","hsa-miR-124-5p","miRNA"
"hsa-miR-1206","false","hsa-miR-1206","miRNA"
"hsa-miR-6755-3p","false","hsa-miR-6755-3p","miRNA"
"hsa-miR-19b-1-5p","false","hsa-miR-19b-1-5p","miRNA"
"hsa-miR-3653-3p","false","hsa-miR-3653-3p","miRNA"
"hsa-miR-6792-5p","false","hsa-miR-6792-5p","miRNA"
"hsa-miR-655-3p","false","hsa-miR-655-3p","miRNA"
"hsa-miR-524-5p","false","hsa-miR-524-5p","miRNA"
"hsa-miR-4524a-5p","false","hsa-miR-4524a-5p","miRNA"
"hsa-miR-1296-5p","false","hsa-miR-1296-5p","miRNA"
"hsa-miR-4671-3p","false","hsa-miR-4671-3p","miRNA"
"hsa-miR-4727-3p","false","hsa-miR-4727-3p","miRNA"
"hsa-miR-4460","false","hsa-miR-4460","miRNA"
"hsa-miR-374a-5p","false","hsa-miR-374a-5p","miRNA"
"hsa-let-7a-3p","false","hsa-let-7a-3p","miRNA"
"hsa-miR-4795-3p","false","hsa-miR-4795-3p","miRNA"
"hsa-miR-6715b-3p","false","hsa-miR-6715b-3p","miRNA"
"hsa-miR-7159-5p","false","hsa-miR-7159-5p","miRNA"
"hsa-miR-505-3p.2","false","hsa-miR-505-3p.2","miRNA"
"hsa-miR-421","false","hsa-miR-421","miRNA"
"hsa-miR-6794-3p","false","hsa-miR-6794-3p","miRNA"
"hsa-miR-539-3p","false","hsa-miR-539-3p","miRNA"
"hsa-miR-6516-3p","false","hsa-miR-6516-3p","miRNA"
"hsa-miR-6509-3p","false","hsa-miR-6509-3p","miRNA"
"hsa-miR-4436b-5p","false","hsa-miR-4436b-5p","miRNA"
"hsa-miR-6720-5p","false","hsa-miR-6720-5p","miRNA"
"hsa-miR-188-3p","false","hsa-miR-188-3p","miRNA"
"hsa-miR-7977","false","hsa-miR-7977","miRNA"
"hsa-miR-572","false","hsa-miR-572","miRNA"
"hsa-miR-4497","false","hsa-miR-4497","miRNA"
"hsa-miR-1229-3p","false","hsa-miR-1229-3p","miRNA"
"hsa-miR-6873-3p","false","hsa-miR-6873-3p","miRNA"
"hsa-miR-4303","false","hsa-miR-4303","miRNA"
"hsa-miR-5001-3p","false","hsa-miR-5001-3p","miRNA"
"hsa-miR-4782-5p","false","hsa-miR-4782-5p","miRNA"
"hsa-miR-3686","false","hsa-miR-3686","miRNA"
"hsa-miR-6888-3p","false","hsa-miR-6888-3p","miRNA"
"hsa-miR-127-5p","false","hsa-miR-127-5p","miRNA"
"hsa-miR-6126","false","hsa-miR-6126","miRNA"
"hsa-miR-3616-5p","false","hsa-miR-3616-5p","miRNA"
"hsa-miR-5585-3p","false","hsa-miR-5585-3p","miRNA"
"hsa-miR-3672","false","hsa-miR-3672","miRNA"
"hsa-miR-6869-5p","false","hsa-miR-6869-5p","miRNA"
"hsa-miR-1238-5p","false","hsa-miR-1238-5p","miRNA"
"hsa-miR-4658","false","hsa-miR-4658","miRNA"
"hsa-miR-548aw","false","hsa-miR-548aw","miRNA"
"hsa-miR-7156-3p","false","hsa-miR-7156-3p","miRNA"
"hsa-miR-6511b-5p","false","hsa-miR-6511b-5p","miRNA"
"hsa-miR-5011-3p","false","hsa-miR-5011-3p","miRNA"
"hsa-miR-4666b","false","hsa-miR-4666b","miRNA"
