"name","selected","shared name","type"
"hsa-miR-1267","false","hsa-miR-1267","miRNA"
"hsa-miR-367-5p","false","hsa-miR-367-5p","miRNA"
"hsa-miR-302a-5p","false","hsa-miR-302a-5p","miRNA"
"hsa-miR-550b-3p","false","hsa-miR-550b-3p","miRNA"
"hsa-miR-676-5p","false","hsa-miR-676-5p","miRNA"
"hsa-miR-6837-3p","false","hsa-miR-6837-3p","miRNA"
"hsa-miR-942-5p","false","hsa-miR-942-5p","miRNA"
"hsa-miR-3182","false","hsa-miR-3182","miRNA"
"hsa-miR-4635","false","hsa-miR-4635","miRNA"
"hsa-miR-643","false","hsa-miR-643","miRNA"
"hsa-miR-302d-5p","false","hsa-miR-302d-5p","miRNA"
"hsa-miR-3124-3p","false","hsa-miR-3124-3p","miRNA"
"hsa-miR-627-3p","false","hsa-miR-627-3p","miRNA"
"hsa-miR-570-3p","false","hsa-miR-570-3p","miRNA"
"hsa-miR-494-3p","false","hsa-miR-494-3p","miRNA"
"hsa-miR-5681a","false","hsa-miR-5681a","miRNA"
"hsa-miR-6730-5p","false","hsa-miR-6730-5p","miRNA"
"hsa-miR-4680-5p","false","hsa-miR-4680-5p","miRNA"
"hsa-miR-7706","false","hsa-miR-7706","miRNA"
"hsa-miR-1252-5p","false","hsa-miR-1252-5p","miRNA"
"hsa-miR-7515","false","hsa-miR-7515","miRNA"
"hsa-miR-5585-5p","false","hsa-miR-5585-5p","miRNA"
"hsa-miR-4795-5p","false","hsa-miR-4795-5p","miRNA"
"hsa-miR-15b-3p","false","hsa-miR-15b-3p","miRNA"
"hsa-miR-4645-3p","false","hsa-miR-4645-3p","miRNA"
"hsa-miR-3913-3p","false","hsa-miR-3913-3p","miRNA"
"hsa-miR-4522","false","hsa-miR-4522","miRNA"
"hsa-miR-4513","false","hsa-miR-4513","miRNA"
"hsa-miR-6857-3p","false","hsa-miR-6857-3p","miRNA"
"hsa-miR-5002-3p","false","hsa-miR-5002-3p","miRNA"
"hsa-miR-539-5p","false","hsa-miR-539-5p","miRNA"
"hsa-miR-4693-3p","false","hsa-miR-4693-3p","miRNA"
"hsa-miR-4708-5p","false","hsa-miR-4708-5p","miRNA"
"hsa-miR-1273f","false","hsa-miR-1273f","miRNA"
"hsa-miR-3670","false","hsa-miR-3670","miRNA"
"hsa-miR-3160-3p","false","hsa-miR-3160-3p","miRNA"
"hsa-miR-558","false","hsa-miR-558","miRNA"
"hsa-miR-4487","false","hsa-miR-4487","miRNA"
"hsa-miR-27b-5p","false","hsa-miR-27b-5p","miRNA"
"hsa-miR-5004-5p","false","hsa-miR-5004-5p","miRNA"
"hsa-miR-4751","false","hsa-miR-4751","miRNA"
"hsa-miR-3150b-3p","false","hsa-miR-3150b-3p","miRNA"
"hsa-miR-1185-5p","false","hsa-miR-1185-5p","miRNA"
"hsa-miR-3605-5p","false","hsa-miR-3605-5p","miRNA"
"hsa-miR-5008-5p","false","hsa-miR-5008-5p","miRNA"
"hsa-miR-6089","false","hsa-miR-6089","miRNA"
"hsa-miR-3126-5p","false","hsa-miR-3126-5p","miRNA"
"hsa-miR-6127","false","hsa-miR-6127","miRNA"
"hsa-miR-6804-5p","false","hsa-miR-6804-5p","miRNA"
"hsa-miR-202-3p","false","hsa-miR-202-3p","miRNA"
"hsa-miR-7854-3p","false","hsa-miR-7854-3p","miRNA"
"hsa-miR-6134","false","hsa-miR-6134","miRNA"
"hsa-miR-655-5p","false","hsa-miR-655-5p","miRNA"
"hsa-miR-377-5p","false","hsa-miR-377-5p","miRNA"
"hsa-miR-1911-5p","false","hsa-miR-1911-5p","miRNA"
"hsa-miR-496.1","false","hsa-miR-496.1","miRNA"
"hsa-miR-5702","false","hsa-miR-5702","miRNA"
"hsa-miR-4785","false","hsa-miR-4785","miRNA"
"hsa-miR-4765","false","hsa-miR-4765","miRNA"
"hsa-miR-4745-5p","false","hsa-miR-4745-5p","miRNA"
"hsa-miR-219a-1-3p","false","hsa-miR-219a-1-3p","miRNA"
"hsa-miR-571","false","hsa-miR-571","miRNA"
"hsa-miR-3145-3p","false","hsa-miR-3145-3p","miRNA"
"hsa-miR-4772-5p","false","hsa-miR-4772-5p","miRNA"
"hsa-miR-4695-3p","false","hsa-miR-4695-3p","miRNA"
"hsa-miR-3682-3p","false","hsa-miR-3682-3p","miRNA"
"hsa-miR-3134","false","hsa-miR-3134","miRNA"
"hsa-miR-8069","false","hsa-miR-8069","miRNA"
"hsa-miR-509-3p","false","hsa-miR-509-3p","miRNA"
"hsa-miR-508-3p","false","hsa-miR-508-3p","miRNA"
"hsa-miR-4445-5p","false","hsa-miR-4445-5p","miRNA"
"hsa-miR-548f-5p","false","hsa-miR-548f-5p","miRNA"
"hsa-miR-4696","false","hsa-miR-4696","miRNA"
"hsa-miR-4708-3p","false","hsa-miR-4708-3p","miRNA"
"hsa-miR-767-5p","false","hsa-miR-767-5p","miRNA"
"hsa-miR-3166","false","hsa-miR-3166","miRNA"
"hsa-miR-3665","false","hsa-miR-3665","miRNA"
"hsa-miR-6499-3p","false","hsa-miR-6499-3p","miRNA"
"hsa-miR-5689","false","hsa-miR-5689","miRNA"
"hsa-miR-7112-3p","false","hsa-miR-7112-3p","miRNA"
"hsa-miR-4711-5p","false","hsa-miR-4711-5p","miRNA"
"hsa-miR-324-5p","false","hsa-miR-324-5p","miRNA"
"hsa-miR-5189-3p","false","hsa-miR-5189-3p","miRNA"
"hsa-miR-4252","false","hsa-miR-4252","miRNA"
"hsa-miR-4641","false","hsa-miR-4641","miRNA"
"hsa-miR-4290","false","hsa-miR-4290","miRNA"
"hsa-miR-6791-3p","false","hsa-miR-6791-3p","miRNA"
"hsa-miR-6811-3p","false","hsa-miR-6811-3p","miRNA"
"hsa-miR-5581-5p","false","hsa-miR-5581-5p","miRNA"
"hsa-miR-187-5p","false","hsa-miR-187-5p","miRNA"
"hsa-miR-548v","false","hsa-miR-548v","miRNA"
"hsa-miR-621","false","hsa-miR-621","miRNA"
"hsa-miR-8086","false","hsa-miR-8086","miRNA"
"hsa-miR-31-3p","false","hsa-miR-31-3p","miRNA"
"hsa-miR-6502-5p","false","hsa-miR-6502-5p","miRNA"
"hsa-miR-2115-5p","false","hsa-miR-2115-5p","miRNA"
"hsa-miR-7162-5p","false","hsa-miR-7162-5p","miRNA"
"hsa-miR-3160-5p","false","hsa-miR-3160-5p","miRNA"
"hsa-miR-3140-3p","false","hsa-miR-3140-3p","miRNA"
"hsa-miR-3148","false","hsa-miR-3148","miRNA"
"hsa-miR-4261","false","hsa-miR-4261","miRNA"
"hsa-miR-5093","false","hsa-miR-5093","miRNA"
"hsa-miR-6077","false","hsa-miR-6077","miRNA"
"hsa-miR-6828-5p","false","hsa-miR-6828-5p","miRNA"
"hsa-miR-671-5p","false","hsa-miR-671-5p","miRNA"
"hsa-miR-4533","false","hsa-miR-4533","miRNA"
"hsa-miR-4740-5p","false","hsa-miR-4740-5p","miRNA"
"hsa-miR-4434","false","hsa-miR-4434","miRNA"
"hsa-miR-6081","false","hsa-miR-6081","miRNA"
"hsa-miR-6500-5p","false","hsa-miR-6500-5p","miRNA"
"hsa-miR-7154-3p","false","hsa-miR-7154-3p","miRNA"
"hsa-miR-6894-5p","false","hsa-miR-6894-5p","miRNA"
"hsa-miR-6797-5p","false","hsa-miR-6797-5p","miRNA"
"hsa-miR-6851-5p","false","hsa-miR-6851-5p","miRNA"
"hsa-miR-4653-3p","false","hsa-miR-4653-3p","miRNA"
"hsa-miR-5191","false","hsa-miR-5191","miRNA"
"hsa-miR-4764-5p","false","hsa-miR-4764-5p","miRNA"
"hsa-miR-4320","false","hsa-miR-4320","miRNA"
"hsa-miR-876-5p","false","hsa-miR-876-5p","miRNA"
"hsa-miR-1290","false","hsa-miR-1290","miRNA"
"hsa-miR-4736","false","hsa-miR-4736","miRNA"
"hsa-miR-1256","false","hsa-miR-1256","miRNA"
"hsa-miR-7155-3p","false","hsa-miR-7155-3p","miRNA"
"hsa-miR-6735-3p","false","hsa-miR-6735-3p","miRNA"
"hsa-miR-6069","false","hsa-miR-6069","miRNA"
"hsa-miR-4284","false","hsa-miR-4284","miRNA"
"hsa-miR-6822-3p","false","hsa-miR-6822-3p","miRNA"
"hsa-miR-760","false","hsa-miR-760","miRNA"
"hsa-miR-604","false","hsa-miR-604","miRNA"
"hsa-miR-6762-3p","false","hsa-miR-6762-3p","miRNA"
"hsa-miR-3119","false","hsa-miR-3119","miRNA"
"hsa-miR-4668-5p","false","hsa-miR-4668-5p","miRNA"
"hsa-miR-3153","false","hsa-miR-3153","miRNA"
"hsa-miR-4747-5p","false","hsa-miR-4747-5p","miRNA"
"hsa-miR-6716-5p","false","hsa-miR-6716-5p","miRNA"
"hsa-miR-3649","false","hsa-miR-3649","miRNA"
"hsa-miR-6878-5p","false","hsa-miR-6878-5p","miRNA"
"hsa-miR-6827-5p","false","hsa-miR-6827-5p","miRNA"
"hsa-miR-6090","false","hsa-miR-6090","miRNA"
"hsa-miR-4300","false","hsa-miR-4300","miRNA"
"hsa-miR-7106-5p","false","hsa-miR-7106-5p","miRNA"
"hsa-miR-6785-5p","false","hsa-miR-6785-5p","miRNA"
"hsa-miR-6799-5p","false","hsa-miR-6799-5p","miRNA"
"hsa-miR-4713-3p","false","hsa-miR-4713-3p","miRNA"
"hsa-miR-638","false","hsa-miR-638","miRNA"
"hsa-miR-6721-5p","false","hsa-miR-6721-5p","miRNA"
"hsa-miR-3945","false","hsa-miR-3945","miRNA"
"hsa-miR-6862-5p","false","hsa-miR-6862-5p","miRNA"
"hsa-miR-4437","false","hsa-miR-4437","miRNA"
"hsa-miR-27a-5p","false","hsa-miR-27a-5p","miRNA"
"hsa-miR-4725-3p","false","hsa-miR-4725-3p","miRNA"
"hsa-miR-3144-5p","false","hsa-miR-3144-5p","miRNA"
"hsa-miR-3191-3p","false","hsa-miR-3191-3p","miRNA"
"hsa-miR-4652-5p","false","hsa-miR-4652-5p","miRNA"
"hsa-miR-6825-5p","false","hsa-miR-6825-5p","miRNA"
"hsa-miR-4450","false","hsa-miR-4450","miRNA"
"hsa-miR-4283","false","hsa-miR-4283","miRNA"
"hsa-miR-4723-5p","false","hsa-miR-4723-5p","miRNA"
"hsa-miR-6835-5p","false","hsa-miR-6835-5p","miRNA"
"hsa-miR-6842-5p","false","hsa-miR-6842-5p","miRNA"
"hsa-miR-4651","false","hsa-miR-4651","miRNA"
"hsa-miR-1293","false","hsa-miR-1293","miRNA"
"hsa-miR-6772-5p","false","hsa-miR-6772-5p","miRNA"
"hsa-miR-4455","false","hsa-miR-4455","miRNA"
"hsa-miR-609","false","hsa-miR-609","miRNA"
"hsa-miR-23a-5p","false","hsa-miR-23a-5p","miRNA"
"hsa-miR-4650-3p","false","hsa-miR-4650-3p","miRNA"
"hsa-miR-379-5p","false","hsa-miR-379-5p","miRNA"
"hsa-miR-4451","false","hsa-miR-4451","miRNA"
"hsa-miR-5681b","false","hsa-miR-5681b","miRNA"
"hsa-miR-4792","false","hsa-miR-4792","miRNA"
"hsa-miR-4710","false","hsa-miR-4710","miRNA"
"hsa-miR-6880-5p","false","hsa-miR-6880-5p","miRNA"
"hsa-miR-876-3p","false","hsa-miR-876-3p","miRNA"
"hsa-miR-3650","false","hsa-miR-3650","miRNA"
"hsa-miR-597-3p","false","hsa-miR-597-3p","miRNA"
"hsa-miR-299-5p","false","hsa-miR-299-5p","miRNA"
"hsa-miR-5087","false","hsa-miR-5087","miRNA"
"hsa-miR-8065","false","hsa-miR-8065","miRNA"
"hsa-miR-3713","false","hsa-miR-3713","miRNA"
"hsa-miR-496.2","false","hsa-miR-496.2","miRNA"
"hsa-miR-630","false","hsa-miR-630","miRNA"
"hsa-miR-616-3p","false","hsa-miR-616-3p","miRNA"
"hsa-miR-198","false","hsa-miR-198","miRNA"
"hsa-miR-200c-5p","false","hsa-miR-200c-5p","miRNA"
"hsa-miR-6740-3p","false","hsa-miR-6740-3p","miRNA"
"hsa-miR-6830-3p","false","hsa-miR-6830-3p","miRNA"
"hsa-miR-1257","false","hsa-miR-1257","miRNA"
"hsa-miR-4316","false","hsa-miR-4316","miRNA"
"hsa-miR-1294","false","hsa-miR-1294","miRNA"
"hsa-miR-1227-3p","false","hsa-miR-1227-3p","miRNA"
"hsa-miR-3190-3p","false","hsa-miR-3190-3p","miRNA"
"hsa-miR-7847-3p","false","hsa-miR-7847-3p","miRNA"
"hsa-miR-4648","false","hsa-miR-4648","miRNA"
"hsa-miR-6778-5p","false","hsa-miR-6778-5p","miRNA"
"hsa-miR-4654","false","hsa-miR-4654","miRNA"
"hsa-miR-4417","false","hsa-miR-4417","miRNA"
"hsa-miR-491-5p","false","hsa-miR-491-5p","miRNA"
"hsa-miR-3151-5p","false","hsa-miR-3151-5p","miRNA"
"hsa-miR-4447","false","hsa-miR-4447","miRNA"
"hsa-miR-6742-5p","false","hsa-miR-6742-5p","miRNA"
"hsa-miR-6748-5p","false","hsa-miR-6748-5p","miRNA"
"hsa-miR-6793-5p","false","hsa-miR-6793-5p","miRNA"
"hsa-miR-3657","false","hsa-miR-3657","miRNA"
"hsa-miR-4669","false","hsa-miR-4669","miRNA"
"hsa-miR-4711-3p","false","hsa-miR-4711-3p","miRNA"
"hsa-miR-3911","false","hsa-miR-3911","miRNA"
"hsa-miR-569","false","hsa-miR-569","miRNA"
"hsa-miR-1258","false","hsa-miR-1258","miRNA"
"hsa-miR-642b-5p","false","hsa-miR-642b-5p","miRNA"
"hsa-miR-4326","false","hsa-miR-4326","miRNA"
"hsa-miR-2117","false","hsa-miR-2117","miRNA"
"hsa-miR-2116-5p","false","hsa-miR-2116-5p","miRNA"
"hsa-miR-22-5p","false","hsa-miR-22-5p","miRNA"
"hsa-miR-4684-3p","false","hsa-miR-4684-3p","miRNA"
"hsa-miR-4423-5p","false","hsa-miR-4423-5p","miRNA"
"hsa-miR-4425","false","hsa-miR-4425","miRNA"
"hsa-miR-3147","false","hsa-miR-3147","miRNA"
"hsa-miR-3613-5p","false","hsa-miR-3613-5p","miRNA"
"hsa-miR-8068","false","hsa-miR-8068","miRNA"
"hsa-miR-2052","false","hsa-miR-2052","miRNA"
"hsa-miR-19a-5p","false","hsa-miR-19a-5p","miRNA"
"hsa-miR-9-3p","false","hsa-miR-9-3p","miRNA"
"hsa-miR-3143","false","hsa-miR-3143","miRNA"
"hsa-miR-4764-3p","false","hsa-miR-4764-3p","miRNA"
"hsa-miR-633","false","hsa-miR-633","miRNA"
"hsa-miR-889-3p","false","hsa-miR-889-3p","miRNA"
"hsa-miR-4775","false","hsa-miR-4775","miRNA"
"hsa-miR-466","false","hsa-miR-466","miRNA"
"hsa-miR-582-5p","false","hsa-miR-582-5p","miRNA"
"hsa-miR-5591-3p","false","hsa-miR-5591-3p","miRNA"
"hsa-miR-4788","false","hsa-miR-4788","miRNA"
"hsa-miR-4693-5p","false","hsa-miR-4693-5p","miRNA"
"hsa-miR-3682-5p","false","hsa-miR-3682-5p","miRNA"
"hsa-miR-877-5p","false","hsa-miR-877-5p","miRNA"
"hsa-miR-6866-5p","false","hsa-miR-6866-5p","miRNA"
"hsa-miR-376a-5p","false","hsa-miR-376a-5p","miRNA"
"hsa-miR-4766-3p","false","hsa-miR-4766-3p","miRNA"
"hsa-miR-4662a-5p","false","hsa-miR-4662a-5p","miRNA"
"hsa-miR-5579-3p","false","hsa-miR-5579-3p","miRNA"
"hsa-miR-3117-3p","false","hsa-miR-3117-3p","miRNA"
"hsa-miR-5704","false","hsa-miR-5704","miRNA"
"hsa-miR-6800-5p","false","hsa-miR-6800-5p","miRNA"
"hsa-miR-6802-5p","false","hsa-miR-6802-5p","miRNA"
"hsa-miR-4474-5p","false","hsa-miR-4474-5p","miRNA"
"hsa-miR-3606-5p","false","hsa-miR-3606-5p","miRNA"
"hsa-miR-921","false","hsa-miR-921","miRNA"
"hsa-miR-340-5p","false","hsa-miR-340-5p","miRNA"
"hsa-miR-374b-5p","false","hsa-miR-374b-5p","miRNA"
"hsa-let-7f-1-3p","false","hsa-let-7f-1-3p","miRNA"
"hsa-miR-4789-5p","false","hsa-miR-4789-5p","miRNA"
"hsa-let-7f-2-3p","false","hsa-let-7f-2-3p","miRNA"
"hsa-miR-3144-3p","false","hsa-miR-3144-3p","miRNA"
"hsa-miR-190a-3p","false","hsa-miR-190a-3p","miRNA"
"hsa-miR-361-5p","false","hsa-miR-361-5p","miRNA"
"hsa-miR-584-5p","false","hsa-miR-584-5p","miRNA"
"hsa-miR-4477a","false","hsa-miR-4477a","miRNA"
"hsa-miR-5701","false","hsa-miR-5701","miRNA"
"hsa-miR-3671","false","hsa-miR-3671","miRNA"
"hsa-miR-561-5p","false","hsa-miR-561-5p","miRNA"
"hsa-miR-513b-5p","false","hsa-miR-513b-5p","miRNA"
"hsa-miR-513a-5p","false","hsa-miR-513a-5p","miRNA"
"hsa-miR-6802-3p","false","hsa-miR-6802-3p","miRNA"
"hsa-miR-181b-2-3p","false","hsa-miR-181b-2-3p","miRNA"
"hsa-miR-653-3p","false","hsa-miR-653-3p","miRNA"
"hsa-miR-5100","false","hsa-miR-5100","miRNA"
"hsa-miR-3157-5p","false","hsa-miR-3157-5p","miRNA"
"hsa-miR-3127-5p","false","hsa-miR-3127-5p","miRNA"
"hsa-miR-4276","false","hsa-miR-4276","miRNA"
"hsa-miR-485-3p","false","hsa-miR-485-3p","miRNA"
"hsa-miR-376b-3p","false","hsa-miR-376b-3p","miRNA"
"hsa-miR-5007-3p","false","hsa-miR-5007-3p","miRNA"
"hsa-miR-452-3p","false","hsa-miR-452-3p","miRNA"
"hsa-miR-7154-5p","false","hsa-miR-7154-5p","miRNA"
"hsa-miR-433-3p","false","hsa-miR-433-3p","miRNA"
"hsa-miR-5696","false","hsa-miR-5696","miRNA"
"hsa-miR-579-3p","false","hsa-miR-579-3p","miRNA"
"hsa-miR-525-5p","false","hsa-miR-525-5p","miRNA"
"hsa-miR-5581-3p","false","hsa-miR-5581-3p","miRNA"
"hsa-miR-670-5p","false","hsa-miR-670-5p","miRNA"
"hsa-miR-623","false","hsa-miR-623","miRNA"
"hsa-miR-5571-3p","false","hsa-miR-5571-3p","miRNA"
"hsa-miR-7975","false","hsa-miR-7975","miRNA"
"hsa-miR-337-3p","false","hsa-miR-337-3p","miRNA"
"hsa-miR-6792-3p","false","hsa-miR-6792-3p","miRNA"
"hsa-miR-6749-3p","false","hsa-miR-6749-3p","miRNA"
"hsa-miR-7111-3p","false","hsa-miR-7111-3p","miRNA"
"hsa-miR-6780a-3p","false","hsa-miR-6780a-3p","miRNA"
"hsa-miR-6881-3p","false","hsa-miR-6881-3p","miRNA"
"hsa-miR-378a-5p","false","hsa-miR-378a-5p","miRNA"
"hsa-miR-1200","false","hsa-miR-1200","miRNA"
"hsa-miR-6868-3p","false","hsa-miR-6868-3p","miRNA"
"hsa-miR-502-5p","false","hsa-miR-502-5p","miRNA"
"hsa-miR-4790-5p","false","hsa-miR-4790-5p","miRNA"
"hsa-miR-4799-5p","false","hsa-miR-4799-5p","miRNA"
"hsa-miR-513c-5p","false","hsa-miR-513c-5p","miRNA"
"hsa-miR-515-5p","false","hsa-miR-515-5p","miRNA"
"hsa-miR-4279","false","hsa-miR-4279","miRNA"
"hsa-miR-4684-5p","false","hsa-miR-4684-5p","miRNA"
"hsa-miR-3191-5p","false","hsa-miR-3191-5p","miRNA"
"hsa-miR-4753-3p","false","hsa-miR-4753-3p","miRNA"
"hsa-miR-4727-5p","false","hsa-miR-4727-5p","miRNA"
"hsa-miR-6828-3p","false","hsa-miR-6828-3p","miRNA"
"hsa-miR-6071","false","hsa-miR-6071","miRNA"
"hsa-miR-1299","false","hsa-miR-1299","miRNA"
"hsa-miR-516b-5p","false","hsa-miR-516b-5p","miRNA"
"hsa-miR-5706","false","hsa-miR-5706","miRNA"
"hsa-miR-4314","false","hsa-miR-4314","miRNA"
"hsa-miR-526b-5p","false","hsa-miR-526b-5p","miRNA"
"hsa-miR-6844","false","hsa-miR-6844","miRNA"
"hsa-miR-653-5p","false","hsa-miR-653-5p","miRNA"
"hsa-miR-488-3p","false","hsa-miR-488-3p","miRNA"
"hsa-miR-7158-3p","false","hsa-miR-7158-3p","miRNA"
"hsa-miR-203b-3p","false","hsa-miR-203b-3p","miRNA"
"hsa-miR-4452","false","hsa-miR-4452","miRNA"
"hsa-miR-580-3p","false","hsa-miR-580-3p","miRNA"
"hsa-miR-3915","false","hsa-miR-3915","miRNA"
"hsa-miR-1224-5p","false","hsa-miR-1224-5p","miRNA"
"hsa-miR-4689","false","hsa-miR-4689","miRNA"
"hsa-miR-6765-5p","false","hsa-miR-6765-5p","miRNA"
"hsa-miR-6834-5p","false","hsa-miR-6834-5p","miRNA"
"hsa-miR-1226-5p","false","hsa-miR-1226-5p","miRNA"
"hsa-miR-6734-5p","false","hsa-miR-6734-5p","miRNA"
"hsa-miR-937-5p","false","hsa-miR-937-5p","miRNA"
"hsa-miR-627-5p","false","hsa-miR-627-5p","miRNA"
"hsa-miR-3161","false","hsa-miR-3161","miRNA"
"hsa-miR-7641","false","hsa-miR-7641","miRNA"
"hsa-miR-518a-5p","false","hsa-miR-518a-5p","miRNA"
"hsa-miR-106a-3p","false","hsa-miR-106a-3p","miRNA"
"hsa-miR-6811-5p","false","hsa-miR-6811-5p","miRNA"
"hsa-miR-3064-3p","false","hsa-miR-3064-3p","miRNA"
"hsa-miR-4639-5p","false","hsa-miR-4639-5p","miRNA"
"hsa-miR-5089-3p","false","hsa-miR-5089-3p","miRNA"
"hsa-miR-449c-3p","false","hsa-miR-449c-3p","miRNA"
"hsa-miR-1273e","false","hsa-miR-1273e","miRNA"
"hsa-miR-6079","false","hsa-miR-6079","miRNA"
"hsa-miR-5009-5p","false","hsa-miR-5009-5p","miRNA"
"hsa-miR-4531","false","hsa-miR-4531","miRNA"
"hsa-miR-1270","false","hsa-miR-1270","miRNA"
"hsa-miR-6874-5p","false","hsa-miR-6874-5p","miRNA"
"hsa-miR-1261","false","hsa-miR-1261","miRNA"
"hsa-miR-432-3p","false","hsa-miR-432-3p","miRNA"
"hsa-miR-328-3p","false","hsa-miR-328-3p","miRNA"
"hsa-miR-8057","false","hsa-miR-8057","miRNA"
"hsa-miR-647","false","hsa-miR-647","miRNA"
"hsa-miR-3689a-3p","false","hsa-miR-3689a-3p","miRNA"
"hsa-miR-769-3p","false","hsa-miR-769-3p","miRNA"
"hsa-miR-6728-5p","false","hsa-miR-6728-5p","miRNA"
"hsa-miR-5089-5p","false","hsa-miR-5089-5p","miRNA"
"hsa-miR-2110","false","hsa-miR-2110","miRNA"
"hsa-miR-6810-5p","false","hsa-miR-6810-5p","miRNA"
"hsa-miR-6751-5p","false","hsa-miR-6751-5p","miRNA"
"hsa-miR-6736-5p","false","hsa-miR-6736-5p","miRNA"
"hsa-miR-4507","false","hsa-miR-4507","miRNA"
"hsa-miR-6839-3p","false","hsa-miR-6839-3p","miRNA"
"hsa-miR-150-3p","false","hsa-miR-150-3p","miRNA"
"hsa-miR-5587-5p","false","hsa-miR-5587-5p","miRNA"
"hsa-miR-7855-5p","false","hsa-miR-7855-5p","miRNA"
"hsa-miR-487b-5p","false","hsa-miR-487b-5p","miRNA"
"hsa-miR-29b-2-5p","false","hsa-miR-29b-2-5p","miRNA"
"hsa-miR-2054","false","hsa-miR-2054","miRNA"
"hsa-let-7c-3p","false","hsa-let-7c-3p","miRNA"
"hsa-let-7g-3p","false","hsa-let-7g-3p","miRNA"
"hsa-miR-493-5p","false","hsa-miR-493-5p","miRNA"
"hsa-miR-135b-3p","false","hsa-miR-135b-3p","miRNA"
"hsa-miR-568","false","hsa-miR-568","miRNA"
"hsa-miR-675-3p","false","hsa-miR-675-3p","miRNA"
"hsa-miR-3912-5p","false","hsa-miR-3912-5p","miRNA"
"hsa-miR-511-5p","false","hsa-miR-511-5p","miRNA"
"hsa-miR-3611","false","hsa-miR-3611","miRNA"
"hsa-miR-8070","false","hsa-miR-8070","miRNA"
"hsa-miR-6833-5p","false","hsa-miR-6833-5p","miRNA"
"hsa-miR-6796-5p","false","hsa-miR-6796-5p","miRNA"
"hsa-miR-6759-5p","false","hsa-miR-6759-5p","miRNA"
"hsa-miR-6818-5p","false","hsa-miR-6818-5p","miRNA"
"hsa-miR-147a","false","hsa-miR-147a","miRNA"
"hsa-miR-7156-5p","false","hsa-miR-7156-5p","miRNA"
"hsa-miR-4677-5p","false","hsa-miR-4677-5p","miRNA"
"hsa-miR-3658","false","hsa-miR-3658","miRNA"
"hsa-miR-4477b","false","hsa-miR-4477b","miRNA"
"hsa-miR-1303","false","hsa-miR-1303","miRNA"
"hsa-miR-8061","false","hsa-miR-8061","miRNA"
"hsa-miR-651-5p","false","hsa-miR-651-5p","miRNA"
"hsa-miR-3591-5p","false","hsa-miR-3591-5p","miRNA"
"hsa-miR-6083","false","hsa-miR-6083","miRNA"
"hsa-miR-491-3p","false","hsa-miR-491-3p","miRNA"
"hsa-miR-607","false","hsa-miR-607","miRNA"
"hsa-miR-498","false","hsa-miR-498","miRNA"
"hsa-miR-3942-3p","false","hsa-miR-3942-3p","miRNA"
"hsa-miR-3180-5p","false","hsa-miR-3180-5p","miRNA"
"hsa-miR-587","false","hsa-miR-587","miRNA"
"hsa-miR-3679-3p","false","hsa-miR-3679-3p","miRNA"
"hsa-miR-4755-5p","false","hsa-miR-4755-5p","miRNA"
"hsa-miR-3685","false","hsa-miR-3685","miRNA"
"hsa-miR-384","false","hsa-miR-384","miRNA"
"hsa-miR-670-3p","false","hsa-miR-670-3p","miRNA"
"hsa-miR-3074-5p","false","hsa-miR-3074-5p","miRNA"
"hsa-miR-7152-5p","false","hsa-miR-7152-5p","miRNA"
"hsa-miR-7159-3p","false","hsa-miR-7159-3p","miRNA"
"hsa-miR-629-3p","false","hsa-miR-629-3p","miRNA"
"hsa-miR-4768-5p","false","hsa-miR-4768-5p","miRNA"
"hsa-miR-6809-3p","false","hsa-miR-6809-3p","miRNA"
"hsa-miR-544a-3p","false","hsa-miR-544a-3p","miRNA"
"hsa-miR-6738-3p","false","hsa-miR-6738-3p","miRNA"
"hsa-miR-4743-3p","false","hsa-miR-4743-3p","miRNA"
"hsa-miR-4652-3p","false","hsa-miR-4652-3p","miRNA"
"hsa-miR-6875-3p","false","hsa-miR-6875-3p","miRNA"
"hsa-miR-4659a-3p","false","hsa-miR-4659a-3p","miRNA"
"hsa-miR-510-3p","false","hsa-miR-510-3p","miRNA"
"hsa-miR-514a-3p","false","hsa-miR-514a-3p","miRNA"
"hsa-miR-1304-5p","false","hsa-miR-1304-5p","miRNA"
"hsa-miR-8081","false","hsa-miR-8081","miRNA"
"hsa-miR-599","false","hsa-miR-599","miRNA"
"hsa-miR-6516-5p","false","hsa-miR-6516-5p","miRNA"
"hsa-miR-6513-5p","false","hsa-miR-6513-5p","miRNA"
"hsa-miR-3674","false","hsa-miR-3674","miRNA"
"hsa-miR-4646-3p","false","hsa-miR-4646-3p","miRNA"
"hsa-miR-2355-3p","false","hsa-miR-2355-3p","miRNA"
"hsa-miR-758-3p","false","hsa-miR-758-3p","miRNA"
"hsa-miR-6739-3p","false","hsa-miR-6739-3p","miRNA"
"hsa-miR-552-5p","false","hsa-miR-552-5p","miRNA"
"hsa-miR-7856-5p","false","hsa-miR-7856-5p","miRNA"
"hsa-miR-30a-3p","false","hsa-miR-30a-3p","miRNA"
"hsa-miR-8055","false","hsa-miR-8055","miRNA"
"hsa-miR-450b-5p","false","hsa-miR-450b-5p","miRNA"
"hsa-miR-507","false","hsa-miR-507","miRNA"
"hsa-miR-3680-3p","false","hsa-miR-3680-3p","miRNA"
"hsa-miR-6885-3p","false","hsa-miR-6885-3p","miRNA"
