"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SENP3",-0.191988577324882,9.12861808713778,-2.05368322403616,0.0513066589128753,0.161586068053707,-4.40914737810402
"FZD9",-0.144072606678535,7.40060834829086,-2.05332572472926,0.051344034323608,0.161665314543672,-4.40977426192123
"EOGT",0.38328570709725,6.70667963179308,2.05301275879051,0.0513767738256809,0.161729929876466,-4.41032299399411
"SPINT3",0.112983871734785,6.62290205429336,2.05272535331641,0.0514068558189052,0.161756940992306,-4.41082685968778
"ZNF354A",0.196307383561328,7.60097156459902,2.05263362561709,0.0514164600246883,0.161756940992306,-4.41098766217748
"CPA3",-0.787124077833004,9.77607434450167,-2.05258058171861,0.0514220146328943,0.161756940992306,-4.41108064810044
"SMAD2",0.266069466067082,10.0078622357591,2.05244668448482,0.0514360383536442,0.161762613373055,-4.41131536254664
"SLC24A1",0.277872986523055,7.34588322321317,2.0517363931588,0.0515104876777684,0.161930198131497,-4.4125602884332
"RITA1",0.120647949785556,9.22583501591455,2.05170488940712,0.0515137919718769,0.161930198131497,-4.41261549814043
"DKFZP434L187",-0.260318735928755,7.37794609013208,-2.05114013113514,0.0515730590995679,0.162078011230052,-4.4136051273265
"ABHD4",-0.217080204004263,9.82500952525737,-2.05084747324916,0.051603795227807,0.162136111424278,-4.41411787993712
"GINS3",0.128652547898681,7.46896741042622,2.05061055737726,0.0516286890516099,0.162175832220256,-4.41453293273789
"MED15",-0.251975352918309,9.43598739048585,-2.05007006464609,0.0516855211126255,0.162243209064292,-4.41547969857463
"KRT81",-0.159668267564891,7.7634906329175,-2.05003430968656,0.051689282661248,0.162243209064292,-4.41554232348852
"PRKCG",-0.230146180105725,6.39717315970958,-2.05001859586699,0.051690935887954,0.162243209064292,-4.4155698460514
"SLPI",-0.869538402206279,8.6105896745377,-2.04994037904848,0.0516991656593777,0.162243209064292,-4.41570683969963
"PRUNE",0.190482432059859,9.80009068114281,2.04957522787074,0.0517376013653129,0.162325344696053,-4.41634634001795
"COL4A3BP",-0.358989472020593,8.73883954875438,-2.04777237697422,0.0519277421680907,0.162883299307824,-4.41950258130146
"PVR",-0.278634552717869,7.01083076243022,-2.04757481793696,0.0519486158581886,0.162910170129079,-4.41984833090449
"CLEC1A",0.315945077640927,8.06706070357806,2.04720828360114,0.0519873629282639,0.162956556605124,-4.42048974480929
"PPME1",-0.147546049564857,9.48471462769187,-2.04702503425105,0.0520067442264065,0.162956556605124,-4.42081039101088
"ZNF350",0.22447522625018,6.21483493759749,2.04697330486785,0.0520122165292631,0.162956556605124,-4.42090090252632
"POLDIP2",-0.133292605724162,9.52152020702618,-2.04696920492404,0.0520126502724673,0.162956556605124,-4.42090807617944
"SPP2",-0.120138604390092,6.68765907267593,-2.04672774112584,0.0520382010060943,0.162998028092208,-4.42133054688693
"LILRA2",-0.474865929734884,7.21269641328826,-2.04658008442439,0.0520538309534484,0.163008412664016,-4.4215888736357
"ZMIZ2",-0.408988110215226,9.11652875338961,-2.04632860996182,0.0520804599730532,0.163053228160668,-4.42202880103488
"FAM173A",0.277203986904438,8.14455558724735,2.04594486943922,0.0521211182240653,0.163125442456903,-4.42270004203053
"CRYBB3",-0.165346218081601,7.94984239396188,-2.04587831535975,0.0521281726669715,0.163125442456903,-4.42281644998398
"HELZ",0.194948516486294,9.72875384115989,2.04506816241044,0.0522141135280466,0.163355760049812,-4.42423325810095
"ALOX5AP",-0.570754427604613,11.094597474743,-2.04479874205524,0.052242721517712,0.163406641004242,-4.42470433915859
"AF198444",-0.266537849574622,4.97542610378864,-2.04450751310581,0.0522736609106864,0.163464788441946,-4.42521350452092
"RNF6",0.371434673893473,9.23368858380206,2.04416637638844,0.0523099231130522,0.163501430309464,-4.42580986190038
"SPP1",1.27178012671615,10.4089616485817,2.04416341557236,0.0523102379403083,0.163501430309464,-4.42581503754478
"SYNJ1",-0.168634335314622,5.91860354206018,-2.04404872908637,0.0523224339949302,0.163501430309464,-4.42601551089707
"CCR8",0.159168726877577,6.66121959664715,2.04312873670795,0.0524203599537936,0.163736742697142,-4.4276233886893
"PPP4R1",0.225174942294805,9.78405127970396,2.04310887329384,0.0524224760557897,0.163736742697142,-4.42765809864098
"HBQ1",-0.168464687186524,6.73943730335534,-2.04232304961694,0.0525062529456961,0.163959724048639,-4.42903108526695
"ALPI",-0.200891157729386,6.68326039681415,-2.0421076361667,0.052529239032338,0.163991382467642,-4.4294073909477
"SDF2L1",0.515337531093623,9.51201781246865,2.04199586859274,0.0525411689238702,0.163991382467642,-4.42960262692092
"ALMS1",0.212745307638515,7.56802914953082,2.04068538727521,0.052681227553246,0.164340193891676,-4.43189123137114
"MAG",-0.189399305518739,5.59626118037662,-2.04067568443844,0.0526822657885218,0.164340193891676,-4.4319081724842
"GFM1",0.0938159830959887,6.30812808714847,2.04060181931316,0.0526901701953822,0.164340193891676,-4.43203713887071
"PDK2",-0.265348971313443,8.86994379951126,-2.04024726566347,0.0527281261498432,0.164412205496424,-4.43265613461175
"NTSR2",-0.128036734057861,6.65532574754294,-2.04015413938263,0.0527380996100185,0.164412205496424,-4.43281870638795
"SUPT7L",0.274018763657362,7.84695883803429,2.03995832670076,0.052759075856341,0.164438871464654,-4.43316052249856
"LBX1",-0.111097517873825,5.48830953287251,-2.03958459023404,0.0527991326212709,0.164524980816329,-4.43381286463633
"PRDX4",0.302703720013523,11.2373589879184,2.03886456313858,0.0528763808044569,0.164726912852105,-4.43506941117923
"ZMPSTE24",0.169035311717424,11.4668495097583,2.03830369502047,0.0529366232365252,0.164858883197897,-4.43604799156305
"SUOX",0.187363621173961,9.01481437915832,2.03823829928934,0.05294365131633,0.164858883197897,-4.43616207935639
"YME1L1",0.218036947295849,10.168112501621,2.03804990305073,0.052963902901262,0.164883156797743,-4.43649073672546
"STAT5A",0.178620412359788,9.78679172288599,2.03765682486405,0.0530061788829316,0.164975967522541,-4.4371763944762
"KCNH4",-0.190026790493743,7.0551289053644,-2.03751883369552,0.0530210270971136,0.164983388736364,-4.43741707487924
"PHTF2",0.324850589822258,9.00973810363318,2.03730471991628,0.053044073628179,0.165016310838121,-4.43779050400398
"KIAA1598",0.375034957794555,8.56178029523109,2.03697306368619,0.0530797896452296,0.165088622070936,-4.43836888181795
"ZC2HC1C",0.175132082321635,6.79400048149955,2.03647224778926,0.0531337629756738,0.165217669840027,-4.43924213541199
"ATP2A1",-0.115284174449394,6.30291926707343,-2.03529542223497,0.0532607825274143,0.165573738448892,-4.44129353839868
"AP1S2",0.201686053589572,8.10104226901214,2.03507888632416,0.0532841835127406,0.165599318386416,-4.44167090745684
"UEVLD",0.245739489549703,7.36253613874433,2.03498778444969,0.0532940316027899,0.165599318386416,-4.44182966743182
"PPCS",0.172733292127158,9.8821932682164,2.03468281142921,0.0533270108878874,0.165662906154181,-4.44236109730832
"HDHD3",-0.27368430634359,7.75988778278669,-2.03432381655869,0.0533658552563806,0.165744679969195,-4.44298659237503
"LBR",0.346584073889865,9.619089895836,2.03413810305728,0.0533859599091623,0.165768226910059,-4.44331014058169
"RP1-28C20.1",0.0724471865998808,4.69465509360623,2.03349468960017,0.0534556655403489,0.16594574220394,-4.44443093138859
"SDHA",0.22363527676573,10.1616263103597,2.03313993623881,0.0534941331282831,0.166026222794627,-4.44504878751464
"ERBB4",-0.136638216773352,5.3572755041638,-2.03295220707874,0.0535144994449305,0.166045804058545,-4.4453757158559
"KLK10",-0.120431038746206,6.99160853838152,-2.03285055432515,0.0535255304009829,0.166045804058545,-4.4455527343483
"ERVH-4",0.139780273892253,7.34189827601803,2.03250487242827,0.0535630575617528,0.166108000810427,-4.44615466038217
"MYO1C",-0.243189508955553,10.1995158841471,-2.03243470938251,0.0535706773029926,0.166108000810427,-4.44627682466306
"AMBRA1",-0.133452503076278,8.97853835573559,-2.03222725122988,0.0535932129964901,0.166138960289119,-4.44663802307247
"ADRBK2",0.26024591323175,7.5573186268049,2.03185867237569,0.0536332716382231,0.166221483691681,-4.44727968049554
"FICD",-0.274883688903746,7.93412202074872,-2.03175128327995,0.0536449481250179,0.166221483691681,-4.44746661860894
"BCAN",-0.144936776026279,7.46087489203977,-2.03126697832489,0.0536976349942111,0.166345797898051,-4.44830959010659
"AKR7A3",-0.165351098573092,8.01445636500621,-2.03110374849246,0.0537154029016855,0.1663619064599,-4.44859367339489
"RAB11FIP5",-0.21831284890957,9.11578253300281,-2.0308538176262,0.0537426185218956,0.166407261140195,-4.44902861957657
"RFX2",-0.193930379825364,7.34486482302684,-2.02926100746286,0.053916351813194,0.166906162055951,-4.45179966365629
"TMED1",-0.156218885089916,9.05407982281417,-2.02819788468845,0.0540325877807295,0.167226879694533,-4.45364836322744
"ORAI2",0.424951495164077,6.39615514643769,2.02779589878654,0.0540765966658877,0.167323962147348,-4.45434721528687
"YIF1B",-0.140182792362545,7.4426408579802,-2.0275710362928,0.0541012281995235,0.167361055778708,-4.45473809669085
"PKP1",-0.178334000776659,7.04097446925378,-2.02736056774478,0.0541242920434388,0.167393283593224,-4.45510392973631
"DDX43",-0.165495167666134,5.31793805295113,-2.02707364705313,0.054155747836401,0.167451444548105,-4.45560260833553
"ROGDI",0.169605759156545,8.42162761641627,2.0268851566228,0.0541764213242665,0.167476246863455,-4.45593018497547
"E2F5",0.362943319743684,6.60430290135906,2.02674507025341,0.0541917904318208,0.167484643928557,-4.45617362676675
"RNF7",0.244406103210986,9.18581387430843,2.02582388106017,0.0542929521196867,0.167758124931908,-4.45777417723588
"UCN",-0.211257905272164,6.84834924689663,-2.02559710153103,0.054317881944963,0.167795986769073,-4.45816812551319
"CTSK",0.448166311925326,12.2369561665517,2.02488649493493,0.0543960646243661,0.16798256887639,-4.45940235238987
"UBE2C",0.228123040175664,8.80131427093947,2.02481749110579,0.0544036619153194,0.16798256887639,-4.45952218666665
"APPL1",0.326832156674624,8.22517193496733,2.02460761721016,0.0544267747294712,0.168014742792447,-4.45988664306232
"SYT12",-0.272478965243267,7.00439861060146,-2.02421026140894,0.0544705582746285,0.168110697104513,-4.46057659937723
"RAB27A",0.436475989591714,8.92781801049626,2.02196867299832,0.0547181390747766,0.168835432851473,-4.46446706594494
"CDK12",0.190408400993616,8.04919018770797,2.02175348794762,0.0547419584823075,0.168865313535474,-4.4648403806222
"PKD2L2",-0.0945592489877021,4.84950500864815,-2.02165072089313,0.0547533372889819,0.168865313535474,-4.46501865675188
"MYB",0.25831835677871,6.57689143019616,2.02105121748414,0.0548197587216343,0.169030781783898,-4.46605852574685
"TBX1",-0.0967813579569985,5.77539396621214,-2.02053750021021,0.0548767324483271,0.169167048770029,-4.46694942415181
"PEX3",-0.138818736157583,5.73445546111907,-2.01983257972785,0.0549549970665244,0.169368869888145,-4.46817165510616
"PPIL2",-0.156203616999167,8.98003183071695,-2.01904033754505,0.0550430748907053,0.169600833875295,-4.46954493611893
"CD7",0.340955300263492,7.79374098001427,2.01855348660393,0.055097262850708,0.169728291448644,-4.47038866319042
"ZNF282",-0.177108603744509,8.60670449543379,-2.01736961757652,0.0552292285484785,0.170095229943278,-4.47243975370391
"CNGA1",0.244050356828873,6.84913337202519,2.01722595942432,0.0552452611647615,0.170105029550581,-4.47268858913583
"BC069739",0.0926075334857975,4.84928793035072,2.01679788079716,0.0552930603184604,0.170207143036083,-4.4734300064705
"DHRS7B",0.221657742591338,8.68535521349799,2.01669868628357,0.0553041415878367,0.170207143036083,-4.47360179232753
"SNX4",0.282309591223773,7.62313480830117,2.0160210003964,0.0553799003094498,0.170400683495162,-4.47477525713767
"TLE4",0.246974296896694,9.01979795017671,2.0147487789758,0.0555223710096906,0.170799355113938,-4.47697746524665
"HNRNPA1",-0.156438778740893,12.9790981532915,-2.01455717490778,0.0555438560826809,0.170825748830494,-4.4773090470738
"GOLGA1",0.144939726525326,9.11466801891704,2.01422595338543,0.0555810142227741,0.17090032178092,-4.47788219319612
"CP",-0.637937110594466,9.79230902138122,-2.01388532103447,0.0556192511111208,0.1709781762559,-4.47847155547204
"FAM46A",-0.309884996876268,11.8328418331978,-2.01349811595025,0.0556627442416758,0.171072148949864,-4.47914141372426
"LIMA1",0.393559023015854,11.5265088232242,2.01331928128742,0.0556828421725915,0.171094192627343,-4.47945076442326
"TBC1D16",-0.340465373632753,9.38168115660559,-2.01303936667009,0.0557143126653501,0.171151161928809,-4.47993492626696
"CAMK2A",-0.101773670180998,5.91170049441051,-2.01257763260687,0.0557662593854096,0.171270991991802,-4.48073347465399
"SPOCK3",-0.0925295716832045,4.69746280956482,-2.01230186753136,0.0557973044143723,0.171326587458373,-4.48121033720807
"CUZD1",0.146889476146561,6.44966707449076,2.01124324624678,0.0559166240532318,0.171650240356041,-4.48304051952284
"MYL4",-0.177463437887916,7.56792637117167,-2.01113669716375,0.0559286459662766,0.171650240356041,-4.4832246882531
"CASD1",0.296546038512564,7.88097904141438,2.0107256833283,0.0559750420508485,0.171752812152777,-4.4839350567783
"SCNN1D",-0.170348019960745,6.63498765202519,-2.01019099061004,0.0560354503241826,0.171898321191473,-4.48485903220894
"CLDN6",-0.227057742264893,8.93062748653851,-2.01002338966756,0.0560543973604947,0.171916602840794,-4.48514861968814
"ZNF671",0.204302386600341,7.87719010253445,2.00971323015713,0.0560894754090361,0.171981085120124,-4.48568448109181
"FAM106A",-0.204141129141538,6.60999497593422,-2.00944246987734,0.0561201134359708,0.171981085120124,-4.48615222550404
"TNFRSF9",0.251090312489202,6.41038200818797,2.00940790606988,0.0561240255898921,0.171981085120124,-4.48621193209119
"INTS1",-0.148709148377786,6.67159818107981,-2.00937816573178,0.0561273919860192,0.171981085120124,-4.48626330589594
"ADAMTS6",-0.179088664661325,6.08541459505826,-2.00865620113338,0.0562091682016985,0.172161222518432,-4.48751027338259
"CDC73",0.370615790364705,7.73150618628938,2.00862951111653,0.0562121933764949,0.172161222518432,-4.48755636603369
"SRD5A2",-0.132639850783988,7.33126713710666,-2.00799103718178,0.0562846041065367,0.172343119259363,-4.48865885917215
"CTRB2",-0.158159934898654,8.0870755638474,-2.00779601652716,0.0563067383015581,0.172371021021675,-4.4889955649084
"PIK3IP1",0.363267210671297,10.1061319191299,2.00730050278992,0.0563630121625899,0.172503396993342,-4.48985097337061
"ZNF335",-0.140947363711068,8.13666763996164,-2.00709228762421,0.0563866733389281,0.17253592117138,-4.49021037259077
"TIA1",0.25529239683596,8.81600985973079,2.00689288102404,0.0564093417770675,0.172565393367932,-4.49055454301875
"HOXA3",-0.201710714934462,7.54807214827461,-2.00673859618172,0.0564268863378132,0.172579180788732,-4.49082081814491
"NEU2",-0.149646477710993,6.93957789116423,-2.00654431150112,0.0564489863733545,0.172606891343057,-4.49115610736718
"RSF1",0.191168087472472,6.46057294690633,2.0063538168166,0.0564706627397822,0.172633293922978,-4.49148483397496
"CXXC4",-0.095392838520589,6.06662835270513,-2.00545654808716,0.0565728620448777,0.172905789630119,-4.49303291043326
"SHMT1",-0.129324938221945,5.6789733485244,-2.00531976239073,0.0565884563818039,0.172913526575701,-4.49326886721337
"TECPR2",-0.222994268328313,7.52039840817015,-2.00515001251103,0.0566078141158136,0.17293275685461,-4.49356167194546
"H2AFY",0.139323786553171,11.4608010045933,2.00464360698733,0.0566655978423961,0.173003979021782,-4.49443507750935
"SLC25A5",-0.194264547068858,12.2777607503908,-2.00460645869027,0.0566698387289464,0.173003979021782,-4.49449914170014
"NXPH3",-0.189292236548132,9.04350533311578,-2.00447587692991,0.0566847483038448,0.173003979021782,-4.4947243302342
"GALC",0.427520593058868,9.7582082962608,2.00437814247079,0.0566959097103717,0.173003979021782,-4.49489286682578
"HOOK2",-0.356398294149866,8.04447092228554,-2.00437317881648,0.0566964766183041,0.173003979021782,-4.49490142616535
"BRSK2",-0.135403764674823,6.13700065623823,-2.00305548507408,0.0568471505117516,0.173423768454495,-4.49717313761599
"KIR2DS4",-0.151844731483868,8.32553040004487,-2.00243027793323,0.0569187648398269,0.173602232761472,-4.49825063335931
"ATG3",-0.0908151668351241,4.89233033339853,-2.00199992477254,0.0569681060403147,0.173679330135626,-4.49899217694998
"RPF1",0.245114431614107,10.1408974508705,2.00198093484057,0.0569702841617351,0.173679330135626,-4.49902489602781
"BRWD1",0.21656117369904,6.30581216119646,2.00132157628516,0.057045957510102,0.173869983781078,-4.50016081638924
"SCN9A",0.172276419132666,4.92880797741639,2.00118433784615,0.0570617192951602,0.173877987640432,-4.50039721320562
"KCTD17",-0.30464701721222,9.29751184434471,-2.00095659842112,0.0570878835947239,0.173880960293926,-4.50078947535111
"ZFYVE16",0.310881196828162,8.57416128822402,2.00094717203478,0.0570889667928836,0.173880960293926,-4.50080571084221
"SH3GLB2",-0.38377759235236,7.10831273692468,-2.00008412589949,0.0571882176699706,0.174143187784081,-4.50229194769141
"HES1",-0.154559791355196,5.88499699363974,-1.99995305643432,0.0572033040996826,0.174149065401909,-4.50251762095293
"SPTBN2",-0.187134381084853,7.33126224629999,-1.99972013756401,0.0572301223499326,0.17416995534422,-4.50291863134225
"NUBP1",0.132883804674837,8.46391002542161,1.99966492187083,0.0572364815099613,0.17416995534422,-4.50301368998388
"GTF3A",0.165805075299839,11.4979522820381,1.99950443006217,0.0572549688121373,0.174186169194728,-4.50328998024003
"ZC2HC1A",0.33803790062411,8.76033508100327,1.99915291421831,0.0572954789409868,0.174269360005019,-4.5038950684932
"ADORA1",-0.264687007843314,7.04270495603909,-1.99852429275634,0.0573679871215939,0.17434799256892,-4.50497697209807
"TUFM",0.124408318965965,10.7079328075524,1.99850406840328,0.0573703212424042,0.17434799256892,-4.50501177574053
"SMG5",-0.230610822489402,8.88480946617967,-1.99847603837458,0.0573735563661206,0.17434799256892,-4.50506001159044
"DMBT1",-0.187089034015,7.89819945590919,-1.99847205226861,0.0573740164410527,0.17434799256892,-4.5050668710958
"C2CD2L",0.135926372823152,8.48984505626764,1.99825278130176,0.0573993296491519,0.174384881011206,-4.50544418961565
"WTAP",0.346851127389938,10.5422518884281,1.99809310979299,0.0574177687610876,0.1744008731277,-4.50571893196918
"NPPA",-0.152084220103092,8.2387425485784,-1.99783112547869,0.0574480344721239,0.174452771807181,-4.5061696878659
"COX7C",-0.170566843116667,11.5499166797778,-1.99770226282524,0.0574629264970656,0.174457972027903,-4.50639138673421
"SEPP1",-0.256651295904861,12.2765155367897,-1.9975834276409,0.057476662724732,0.174459661657252,-4.50659582519974
"ZSWIM8",-0.234387156374768,9.99220242974612,-1.99734761326496,0.0575039292503787,0.174502409786168,-4.50700148397028
"PRKACG",-0.112596574651709,7.01180916633747,-1.99698533121692,0.0575458411662493,0.174573560774245,-4.50762463297312
"ZNF93",0.124980043161231,7.43724449935987,1.9969169744206,0.057553752301791,0.174573560774245,-4.50774220229719
"YRDC",-0.306084823758621,8.23706886746843,-1.99627879721554,0.0576276569001957,0.174696267070213,-4.50883969042267
"OLFML2B",0.745078650205332,10.6372294042637,1.99622802676749,0.0576335400153959,0.174696267070213,-4.50892699099384
"TBL1Y",-0.123488141563135,5.87657567036848,-1.99616138832044,0.0576412626695559,0.174696267070213,-4.50904157447594
"CD24",0.299873934030429,4.84776396630777,1.99611191522382,0.0576469966429471,0.174696267070213,-4.50912664074794
"AIM1L",-0.106780259883148,5.92554997893356,-1.99466560617938,0.0578148482845223,0.175127082746603,-4.51161283724644
"RPGRIP1L",0.124072747406799,5.13500361141587,1.99465897192706,0.0578156192190568,0.175127082746603,-4.51162423857816
"GRID2",-0.124510947869678,5.93864611955646,-1.99451223257721,0.0578326734182493,0.175138663472287,-4.51187641152408
"PSRC1",0.161643737311217,7.13997066721639,1.99416997404433,0.0578724683570031,0.175190380259163,-4.51246453550857
"GRM8",-0.0917768352630958,5.23621947328299,-1.99413771290326,0.0578762206597658,0.175190380259163,-4.51251996817405
"GATM",0.310320444416145,5.39966589697003,1.99365207571274,0.0579327312751328,0.175321345196372,-4.51335433775275
"MLLT3",0.159746942746537,7.95065946880967,1.99344603140578,0.0579567221292391,0.175341487232768,-4.51370829789135
"NT5C",-0.239584888382809,7.89898181174909,-1.99336740288765,0.0579658795898309,0.175341487232768,-4.51384336577597
"ACOT9",0.149393272123755,9.4870310369134,1.99269237980625,0.0580445487440592,0.17553934012454,-4.51500276521961
"FAM21A",0.251266483682628,10.616069025931,1.99220491551606,0.0581014179594922,0.175671189933714,-4.51583984813586
"PRDM8",-0.2527176614966,7.46447106067433,-1.99151869279736,0.0581815585139572,0.175873324971284,-4.51701799944335
"ADAM9",-0.28458277940013,10.3619816889641,-1.99125181410851,0.0582127523485986,0.175894283595017,-4.51747611707167
"RALYL",0.14001390801801,6.88031949767495,1.99114117035853,0.0582256891633078,0.175894283595017,-4.51766603288291
"SGSM2",-0.210033426907291,9.28122124295638,-1.99102435868032,0.0582393499105378,0.175894283595017,-4.51786652767773
"FEM1B",0.279875576128448,8.37320530565914,1.9910047423519,0.0582416442545107,0.175894283595017,-4.51790019620553
"ALX1",0.0905191411226286,5.96542609261989,1.99020444082813,0.0583353164395762,0.176136994459551,-4.51927359705701
"LMAN1",0.246525302332527,6.82983703024938,1.99005870027409,0.0583523891371151,0.176140085700168,-4.51952366134674
"NUDT1",0.289615662839555,8.31340366705014,1.98996853654128,0.058362953530327,0.176140085700168,-4.51967835948374
"AMACR",0.296091007689626,7.03394882623983,1.98964975349584,0.058400318577887,0.176190016305781,-4.52022527104249
"DAAM1",0.441922020588311,8.22696456777203,1.98960028652069,0.0584061185729218,0.176190016305781,-4.52031013221735
"PRKX",0.281990332296818,8.2235270455961,1.98858668877414,0.0585250749344962,0.176508639076766,-4.52204864496858
"CD1B",0.162284811660283,6.61135762813505,1.98831602252834,0.0585568766804324,0.176519792879466,-4.52251278380884
"TSHZ2",-0.136051906796361,9.02066271995621,-1.98822258269628,0.0585678588764974,0.176519792879466,-4.52267300425829
"HADH",-0.362354176599347,9.47487259096381,-1.98821475297399,0.0585687792042469,0.176519792879466,-4.52268642957344
"WIF1",-0.307644565891799,5.27160933707955,-1.98776365590772,0.0586218240228724,0.176639445615926,-4.52345984519122
"CSPG4",-0.330061043310374,8.43594875301304,-1.98725363173742,0.0586818492683412,0.176780072545524,-4.52433414414985
"SOX3",-0.0959134211794947,5.46835310942648,-1.98669847467363,0.0587472479940047,0.176915486883517,-4.52528563216523
"SRSF1",0.137804496263332,6.39967787743434,1.98664517431536,0.0587535302817813,0.176915486883517,-4.52537697423884
"ICE2",0.282186345320461,7.2758750254062,1.98492569752958,0.0589565165410125,0.177486333739682,-4.52832275802966
"CEBPD",-0.502987892041438,12.1655753623221,-1.98354031922301,0.0591205126167001,0.177939569237667,-4.53069486452218
"FOXL1",-0.197125149132425,6.35248205376238,-1.98332803696069,0.0591456774026552,0.177974842413946,-4.53105824076589
"CEMIP",0.880056633180469,9.81348586190161,1.98298972127494,0.0591858022523874,0.17805510554883,-4.53163729941783
"TLE2",-0.351506976518203,7.04887570573802,-1.98274355207465,0.0592150134763854,0.178088880649397,-4.53205859714133
"PPP1R12A",-0.35066705257774,6.77962975339283,-1.98266837395721,0.0592239368904317,0.178088880649397,-4.53218725078345
"KCNAB1",-0.158540070357218,5.7442740765489,-1.98224498035024,0.0592742146125533,0.178199586378916,-4.53291174765544
"HPSE",0.470626796183082,8.09513937055415,1.98195166788677,0.0593090673857053,0.178238889284403,-4.53341359021826
"DPT",0.67745858136324,11.3155893956975,1.98190833217479,0.059314218274367,0.178238889284403,-4.53348773096508
"KAT8",-0.126693661576662,7.8684192079084,-1.98135803673417,0.0593796608416629,0.178340682944533,-4.5344291027053
"TWSG1",0.419110242111071,7.91849997936387,1.98132409524108,0.059383699339756,0.178340682944533,-4.53448715924162
"KLF3-AS1",-0.258221002283016,5.20387733021056,-1.98128365183352,0.0593885117790662,0.178340682944533,-4.53455633631433
"CTNNBIP1",-0.184669317565607,8.88889821039099,-1.98070014497057,0.0594579827361505,0.178508804145707,-4.53555429431933
"HLA-DQB2",0.557296369726471,7.93807790768463,1.98053206162386,0.0594780076553776,0.178528432502094,-4.535841724904
"VAC14",-0.230096700983086,5.89161897315518,-1.97988821321233,0.0595547688385533,0.178718312200392,-4.53694257765777
"OR1E1",-0.123989297490952,7.4046470942188,-1.9794221053196,0.059610393941659,0.178844692793686,-4.53773937216493
"PCNP",-0.237644530244415,10.9227932542186,-1.97929579290209,0.0596254759067711,0.178849405070911,-4.5379552758963
"MIR6513",-0.240170066561586,10.6464114648251,-1.97915721816201,0.0596420258946759,0.178858517618447,-4.53819212824891
"IGFLR1",0.383728590651887,9.17217276089465,1.97878252497535,0.0596867958337499,0.178952234756817,-4.53883249644313
"SLC25A23",-0.156127399478966,6.68455178901304,-1.97846445183051,0.0597248238525804,0.179025700483833,-4.53937603129852
"AXL",-0.288439475854599,8.99772319468921,-1.97831902961673,0.0597422172887952,0.179037294600811,-4.53962451351063
"CNOT2",0.170717393991035,9.97749140264627,1.97753680143026,0.0598358535835444,0.179242885006117,-4.54096088207672
"GAB2",-0.15234172981602,9.4460421707349,-1.97751970120523,0.0598379020051396,0.179242885006117,-4.54099009215771
"PMCH",0.120247889518457,5.91797607141361,1.97706784258829,0.0598920522054589,0.179364501141099,-4.54176187870195
"ACTB",0.147850335340527,14.4576529507387,1.97680130045796,0.0599240145791057,0.179398370518068,-4.54221708144946
"VCX2",-0.213307388918742,8.30381880151283,-1.97674346891574,0.0599309514304636,0.179398370518068,-4.5423158408996
"GALNT3",0.182979384980525,5.37107632003565,1.97663453412359,0.0599440200046396,0.179398370518068,-4.54250186430125
"MTNR1B",-0.131353482710207,6.08479869043876,-1.97591354300947,0.0600305785445434,0.179616810170461,-4.54373288849557
"CRIP1",0.677514389827302,11.670643058088,1.97545636281444,0.0600855224226803,0.179740578600908,-4.54451331637007
"PCDHA5",-0.124391823874894,5.35363713015033,-1.97503906718704,0.0601357117171425,0.17981337434773,-4.54522554822268
"STK3",-0.245439351191749,9.09050045442616,-1.97502814689023,0.0601370256279671,0.17981337434773,-4.54524418534214
"HSPD1",-0.420299912857884,10.4708817972496,-1.97488819073301,0.0601538671488686,0.179823111890148,-4.54548303501571
"FERMT2",-0.465757964849698,9.05233977779982,-1.97447976182949,0.0602030389399339,0.179929470862024,-4.54617999294835
"SLC6A1",0.134100054740475,5.60051377135475,1.974009269418,0.0602597266774122,0.180058239735645,-4.54698273221984
"MAK",-0.176356533804124,5.63891046951813,-1.97376160799197,0.0602895853248582,0.180106802289584,-4.54740523007042
"CLDN9",-0.116231131964187,7.37230505995937,-1.97364275673273,0.0603039189491735,0.180108974532989,-4.54760797101326
"SAC3D1",0.339815642715187,7.75234332541461,1.97341526645661,0.0603313629738081,0.180140071388734,-4.54799600843818
"RING1",-0.168105255541856,9.98220315571919,-1.97333085995437,0.0603415484277136,0.180140071388734,-4.54813997527191
"TMEM19",0.129015459117709,5.91131960707131,1.97266144213498,0.0604223817857589,0.180340714249851,-4.54928160494925
"RNF14",0.220919358587537,8.31884608377656,1.972465059598,0.0604461134342243,0.180366563516472,-4.5496164651694
"TAF4",-0.17713731219497,5.80759032607694,-1.97233647562975,0.0604616564880849,0.180366563516472,-4.5498357064114
"PIP4K2C",0.159831490110863,9.64758313190783,1.97225158163243,0.060471920290557,0.180366563516472,-4.54998044882646
"MTPAP",0.215480937794345,8.11004318821193,1.97115164099604,0.0606050436931133,0.180722902312625,-4.55185542574509
"LOC732360",-0.429594603147302,6.53963939469183,-1.9702548740482,0.0607137686590946,0.181006341382981,-4.55338352257592
"CMTR1",0.127801703935857,9.24987588660573,1.9693783553182,0.0608202049295766,0.181282831040938,-4.55487664136173
"OAS3",0.380330799080415,9.32989034205831,1.96922162760695,0.0608392538164071,0.181298784954476,-4.55514357199871
"ANP32C",-0.133433277806369,6.94913839141807,-1.96892212867975,0.0608756699342886,0.181366473761012,-4.55565362150669
